lead_id,created_at,country,timezone_utc_offset,segment,channel,company_size_band,estimated_team_size,buyer_role,expected_mrr_usd,business_hours_start_local,business_hours_end_local
L102794,2026-02-20,MEX,-6,SMB,Organic,Solo,1,Owner,27.51,8,18
L102795,2026-03-07,PER,-5,AccountantFirm,Partner Program,2-10,5,Partner,124.7,9,18
L102796,2026-02-05,MEX,-6,SMB,Webinar,Solo,1,Owner,43.62,8,18
L102797,2026-03-12,MEX,-6,AccountantFirm,Webinar,Solo,1,Partner,81.67,9,18
L102798,2026-01-21,DOM,-4,SMB,Outbound,2-10,6,Operations,49.68,8,18
L102799,2026-01-17,COL,-5,AccountantFirm,Referral,2-10,2,Firm Owner,165.43,9,18
L102800,2026-05-12,COL,-5,AccountantFirm,Organic,2-10,6,Firm Owner,253.17,9,18
L102801,2026-01-15,PER,-5,AccountantFirm,Webinar,2-10,3,Partner,147.11,9,18
L102802,2026-04-13,MEX,-6,SMB,Partner Program,11-50,23,Owner,214.82,8,18
L102803,2026-05-22,COL,-5,SMB,Paid Search,11-50,15,Owner,203.77,8,18
L102804,2026-05-12,COL,-5,SMB,Webinar,11-50,40,Owner,203.79,8,18
L102805,2026-03-22,PER,-5,SMB,Webinar,2-10,9,Finance Lead,67.53,8,18
L102806,2026-02-05,DOM,-4,SMB,Marketplace,Solo,1,Operations,28.06,8,18
L102807,2026-06-18,DOM,-4,AccountantFirm,Paid Search,11-50,21,Partner,480.9,9,18
L102808,2026-06-01,COL,-5,SMB,Organic,2-10,2,Owner,74.77,8,18
L102809,2026-04-21,PER,-5,AccountantFirm,Referral,2-10,6,Partner,160.06,9,18
L102810,2026-01-16,PER,-5,SMB,Marketplace,Solo,1,Owner,37.04,8,18
L102811,2026-01-07,MEX,-6,AccountantFirm,Organic,11-50,15,Firm Owner,284.77,9,18
L102812,2026-02-27,COL,-5,SMB,Webinar,11-50,28,Finance Lead,135.45,8,18
L102813,2026-01-29,DOM,-4,SMB,Paid Search,11-50,32,Finance Lead,137.26,8,18
L102814,2026-06-05,CRI,-6,AccountantFirm,Partner Program,11-50,29,Partner,288.14,9,18
L102815,2026-02-07,CRI,-6,AccountantFirm,Paid Search,2-10,6,Partner,202.87,9,18
L102816,2026-02-21,PER,-5,AccountantFirm,Outbound,2-10,7,Senior Accountant,128.88,9,18
L102817,2026-06-26,DOM,-4,AccountantFirm,Organic,2-10,3,Partner,160.5,9,18
L102818,2026-05-29,COL,-5,SMB,Outbound,2-10,8,Owner,53.85,8,18
L102819,2026-02-09,MEX,-6,AccountantFirm,Outbound,2-10,8,Senior Accountant,232.32,9,18
L102820,2026-03-11,CRI,-6,SMB,Marketplace,2-10,3,Owner,101.7,8,18
L102821,2026-04-04,COL,-5,SMB,Referral,51-200,116,Owner,438.56,8,18
L102822,2026-05-01,COL,-5,SMB,Outbound,2-10,4,Operations,69.98,8,18
L102823,2026-06-19,DOM,-4,SMB,Outbound,51-200,110,Owner,393.28,8,18
L102824,2026-06-07,MEX,-6,SMB,Paid Search,2-10,8,Owner,76.37,8,18
L102825,2026-06-26,CRI,-6,AccountantFirm,Organic,11-50,34,Partner,427.52,9,18
L102826,2026-01-08,COL,-5,SMB,Outbound,51-200,187,Operations,330.05,8,18
L102827,2026-02-12,COL,-5,AccountantFirm,Partner Program,Solo,1,Partner,92.41,9,18
L102828,2026-04-12,COL,-5,SMB,Referral,11-50,33,Operations,202.81,8,18
L102829,2026-01-09,DOM,-4,SMB,Paid Search,Solo,1,Finance Lead,39.19,8,18
L102830,2026-03-06,CRI,-6,SMB,Partner Program,2-10,2,Owner,67.86,8,18
L102831,2026-01-28,MEX,-6,SMB,Paid Search,2-10,8,Owner,87.23,8,18
L102832,2026-06-18,MEX,-6,SMB,Organic,2-10,2,Owner,79.38,8,18
L102833,2026-01-12,COL,-5,SMB,Referral,2-10,5,Operations,79.19,8,18
L102834,2026-01-27,DOM,-4,SMB,Webinar,2-10,10,Operations,24.36,8,18
L102835,2026-02-05,PER,-5,SMB,Outbound,2-10,10,Owner,44.32,8,18
L102836,2026-01-27,CRI,-6,AccountantFirm,Referral,2-10,3,Partner,203.81,9,18
L102837,2026-04-13,COL,-5,SMB,Outbound,51-200,198,Owner,426.34,8,18
L102838,2026-03-07,DOM,-4,AccountantFirm,Referral,Solo,1,Partner,73.0,9,18
L102839,2026-06-15,COL,-5,AccountantFirm,Outbound,2-10,10,Partner,103.7,9,18
L102840,2026-02-17,COL,-5,SMB,Paid Search,11-50,46,Finance Lead,178.14,8,18
L102841,2026-04-08,COL,-5,SMB,Webinar,2-10,9,Owner,83.29,8,18
L102842,2026-04-30,COL,-5,SMB,Organic,Solo,1,Owner,35.21,8,18
L102843,2026-04-24,COL,-5,SMB,Referral,2-10,2,Owner,114.07,8,18
L102844,2026-05-25,CRI,-6,SMB,Marketplace,2-10,3,Finance Lead,68.48,8,18
L102845,2026-02-06,COL,-5,AccountantFirm,Organic,2-10,7,Partner,303.67,9,18
L102846,2026-04-02,CRI,-6,SMB,Paid Search,51-200,66,Finance Lead,578.83,8,18
L102847,2026-05-25,PER,-5,SMB,Webinar,11-50,21,Owner,136.07,8,18
L102848,2026-06-06,MEX,-6,SMB,Webinar,Solo,1,Owner,35.57,8,18
L102849,2026-04-22,MEX,-6,SMB,Outbound,11-50,50,Owner,290.39,8,18
L102850,2026-04-28,CRI,-6,SMB,Paid Search,2-10,10,Operations,84.47,8,18
L102851,2026-06-06,COL,-5,SMB,Outbound,11-50,21,Finance Lead,178.63,8,18
L102852,2026-04-24,MEX,-6,AccountantFirm,Organic,11-50,32,Partner,465.18,9,18
L102853,2026-06-21,MEX,-6,SMB,Marketplace,51-200,131,Owner,486.66,8,18
L102854,2026-01-24,CRI,-6,SMB,Paid Search,2-10,4,Operations,45.65,8,18
L102855,2026-03-04,CRI,-6,SMB,Outbound,2-10,4,Finance Lead,72.54,8,18
L102856,2026-01-21,CRI,-6,SMB,Paid Search,11-50,28,Owner,216.66,8,18
L102857,2026-01-17,DOM,-4,AccountantFirm,Paid Search,2-10,7,Firm Owner,183.24,9,18
L102858,2026-03-27,MEX,-6,AccountantFirm,Webinar,2-10,9,Senior Accountant,254.31,9,18
L102859,2026-02-10,CRI,-6,AccountantFirm,Webinar,2-10,9,Partner,187.63,9,18
L102860,2026-03-15,PER,-5,SMB,Organic,Solo,1,Owner,34.95,8,18
L102861,2026-03-21,MEX,-6,SMB,Organic,2-10,2,Owner,59.44,8,18
L102862,2026-04-23,PER,-5,AccountantFirm,Webinar,51-200,149,Firm Owner,536.61,9,18
L102863,2026-06-21,PER,-5,SMB,Paid Search,Solo,1,Operations,26.54,8,18
L102864,2026-06-03,MEX,-6,SMB,Outbound,2-10,7,Owner,52.77,8,18
L102865,2026-03-10,COL,-5,SMB,Organic,2-10,2,Owner,80.63,8,18
L102866,2026-02-28,COL,-5,SMB,Paid Search,2-10,9,Owner,88.97,8,18
L102867,2026-05-20,CRI,-6,AccountantFirm,Paid Search,11-50,34,Partner,390.35,9,18
L102868,2026-01-23,COL,-5,SMB,Organic,2-10,8,Owner,85.64,8,18
L102869,2026-04-08,MEX,-6,AccountantFirm,Outbound,2-10,7,Partner,261.95,9,18
L102870,2026-03-18,MEX,-6,SMB,Marketplace,11-50,24,Owner,140.46,8,18
L102871,2026-02-03,PER,-5,SMB,Marketplace,2-10,3,Owner,69.95,8,18
L102872,2026-04-22,CRI,-6,SMB,Organic,2-10,5,Operations,67.35,8,18
L102873,2026-02-28,CRI,-6,SMB,Referral,2-10,8,Owner,92.93,8,18
L102874,2026-02-03,MEX,-6,SMB,Organic,Solo,1,Finance Lead,41.36,8,18
L102875,2026-04-29,COL,-5,SMB,Paid Search,Solo,1,Finance Lead,38.23,8,18
L102876,2026-02-01,DOM,-4,SMB,Organic,2-10,7,Finance Lead,57.5,8,18
L102877,2026-05-02,COL,-5,AccountantFirm,Marketplace,Solo,1,Partner,139.59,9,18
L102878,2026-01-30,MEX,-6,SMB,Paid Search,2-10,7,Finance Lead,67.48,8,18
L102879,2026-03-20,PER,-5,SMB,Paid Search,11-50,16,Finance Lead,138.21,8,18
L102880,2026-05-27,MEX,-6,SMB,Paid Search,51-200,52,Operations,485.36,8,18
L102881,2026-02-11,DOM,-4,AccountantFirm,Webinar,2-10,8,Firm Owner,124.56,9,18
L102882,2026-05-19,DOM,-4,SMB,Marketplace,2-10,10,Owner,74.87,8,18
L102883,2026-05-11,CRI,-6,SMB,Marketplace,2-10,5,Owner,118.89,8,18
L102884,2026-06-13,MEX,-6,SMB,Marketplace,Solo,1,Owner,40.0,8,18
L102885,2026-01-31,MEX,-6,SMB,Organic,51-200,117,Finance Lead,625.68,8,18
L102886,2026-05-10,COL,-5,SMB,Organic,Solo,1,Finance Lead,29.92,8,18
L102887,2026-06-19,DOM,-4,SMB,Paid Search,Solo,1,Finance Lead,31.55,8,18
L102888,2026-05-19,COL,-5,AccountantFirm,Referral,2-10,10,Partner,193.9,9,18
L102889,2026-02-04,MEX,-6,SMB,Referral,11-50,20,Finance Lead,170.66,8,18
L102890,2026-05-29,CRI,-6,SMB,Paid Search,11-50,31,Owner,110.54,8,18
L102891,2026-01-20,COL,-5,SMB,Outbound,11-50,14,Owner,170.15,8,18
L102892,2026-04-17,MEX,-6,SMB,Webinar,11-50,21,Operations,202.85,8,18
L102893,2026-04-01,COL,-5,SMB,Paid Search,2-10,5,Finance Lead,66.46,8,18
L102894,2026-04-07,COL,-5,SMB,Marketplace,11-50,38,Finance Lead,207.51,8,18
L102895,2026-04-05,COL,-5,SMB,Paid Search,2-10,4,Operations,64.76,8,18
L102896,2026-01-06,COL,-5,SMB,Webinar,2-10,6,Finance Lead,68.98,8,18
L102897,2026-04-02,PER,-5,SMB,Outbound,11-50,22,Owner,204.26,8,18
L102898,2026-06-19,PER,-5,AccountantFirm,Outbound,2-10,3,Partner,124.12,9,18
L102899,2026-03-21,DOM,-4,SMB,Referral,2-10,9,Operations,53.96,8,18
L102900,2026-02-20,DOM,-4,SMB,Organic,2-10,8,Finance Lead,61.11,8,18
L102901,2026-06-30,CRI,-6,AccountantFirm,Outbound,11-50,36,Partner,412.78,9,18
L102902,2026-01-18,PER,-5,AccountantFirm,Webinar,11-50,34,Firm Owner,357.35,9,18
L102903,2026-03-30,MEX,-6,SMB,Referral,Solo,1,Owner,48.33,8,18
L102904,2026-04-03,COL,-5,AccountantFirm,Partner Program,Solo,1,Senior Accountant,89.33,9,18
L102905,2026-03-28,DOM,-4,SMB,Referral,Solo,1,Owner,36.32,8,18
L102906,2026-06-16,PER,-5,SMB,Referral,11-50,16,Owner,199.34,8,18
L102907,2026-03-18,COL,-5,AccountantFirm,Referral,2-10,6,Senior Accountant,155.21,9,18
L102908,2026-06-26,MEX,-6,AccountantFirm,Organic,2-10,8,Firm Owner,90.32,9,18
L102909,2026-01-13,MEX,-6,SMB,Organic,11-50,30,Operations,169.29,8,18
L102910,2026-05-13,MEX,-6,SMB,Marketplace,51-200,159,Owner,402.37,8,18
L102911,2026-04-18,DOM,-4,SMB,Paid Search,2-10,4,Owner,50.41,8,18
L102912,2026-02-13,MEX,-6,SMB,Referral,2-10,6,Owner,81.41,8,18
L102913,2026-02-11,PER,-5,AccountantFirm,Partner Program,11-50,26,Firm Owner,304.77,9,18
L102914,2026-05-11,CRI,-6,SMB,Referral,2-10,10,Finance Lead,113.21,8,18
L102915,2026-04-26,COL,-5,SMB,Marketplace,2-10,3,Owner,55.5,8,18
L102916,2026-04-21,CRI,-6,SMB,Webinar,11-50,22,Owner,231.11,8,18
L102917,2026-01-10,CRI,-6,SMB,Paid Search,51-200,153,Owner,358.66,8,18
L102918,2026-04-19,MEX,-6,SMB,Marketplace,11-50,13,Operations,162.69,8,18
L102919,2026-06-27,MEX,-6,AccountantFirm,Organic,Solo,1,Partner,73.09,9,18
L102920,2026-01-04,CRI,-6,SMB,Outbound,Solo,1,Owner,39.03,8,18
L102921,2026-03-26,MEX,-6,SMB,Paid Search,2-10,6,Owner,86.78,8,18
L102922,2026-03-31,COL,-5,SMB,Paid Search,11-50,12,Owner,189.15,8,18
L102923,2026-06-12,COL,-5,SMB,Referral,Solo,1,Operations,46.0,8,18
L102924,2026-02-21,COL,-5,SMB,Referral,Solo,1,Finance Lead,37.28,8,18
L102925,2026-03-28,DOM,-4,SMB,Paid Search,2-10,6,Owner,51.83,8,18
L102926,2026-05-10,COL,-5,SMB,Referral,2-10,4,Owner,82.44,8,18
L102927,2026-01-11,DOM,-4,SMB,Outbound,2-10,3,Operations,52.44,8,18
L102928,2026-05-25,MEX,-6,AccountantFirm,Partner Program,2-10,6,Firm Owner,156.44,9,18
L102929,2026-05-29,CRI,-6,SMB,Partner Program,2-10,4,Owner,88.77,8,18
L102930,2026-05-11,MEX,-6,SMB,Paid Search,11-50,14,Operations,141.63,8,18
L102931,2026-04-28,PER,-5,SMB,Webinar,Solo,1,Owner,20.12,8,18
L102932,2026-05-16,PER,-5,SMB,Outbound,11-50,32,Owner,232.6,8,18
L102933,2026-05-22,COL,-5,AccountantFirm,Organic,51-200,135,Senior Accountant,469.91,9,18
L102934,2026-06-13,DOM,-4,SMB,Organic,11-50,37,Finance Lead,140.09,8,18
L102935,2026-03-19,COL,-5,SMB,Marketplace,51-200,186,Owner,679.15,8,18
L102936,2026-03-24,CRI,-6,SMB,Outbound,11-50,39,Operations,158.83,8,18
L102937,2026-04-26,DOM,-4,AccountantFirm,Referral,2-10,9,Senior Accountant,191.39,9,18
L102938,2026-02-04,COL,-5,SMB,Marketplace,2-10,7,Owner,81.34,8,18
L102939,2026-06-04,COL,-5,SMB,Webinar,Solo,1,Owner,34.2,8,18
L102940,2026-05-20,MEX,-6,SMB,Paid Search,Solo,1,Owner,28.36,8,18
L102941,2026-04-25,CRI,-6,SMB,Referral,Solo,1,Owner,40.47,8,18
L102942,2026-02-24,CRI,-6,AccountantFirm,Referral,51-200,151,Firm Owner,440.42,9,18
L102943,2026-03-04,COL,-5,SMB,Webinar,11-50,42,Operations,211.07,8,18
L102944,2026-03-20,COL,-5,SMB,Paid Search,2-10,7,Owner,70.4,8,18
L102945,2026-04-30,MEX,-6,SMB,Outbound,Solo,1,Owner,26.24,8,18
L102946,2026-05-21,MEX,-6,AccountantFirm,Outbound,51-200,126,Partner,537.54,9,18
L102947,2026-05-02,COL,-5,SMB,Paid Search,11-50,40,Finance Lead,133.63,8,18
L102948,2026-06-18,COL,-5,SMB,Paid Search,Solo,1,Finance Lead,33.55,8,18
L102949,2026-06-23,PER,-5,AccountantFirm,Organic,51-200,195,Firm Owner,502.81,9,18
L102950,2026-05-08,MEX,-6,SMB,Outbound,11-50,30,Owner,254.11,8,18
L102951,2026-03-09,DOM,-4,AccountantFirm,Referral,11-50,20,Partner,322.18,9,18
L102952,2026-04-19,MEX,-6,AccountantFirm,Partner Program,11-50,27,Firm Owner,422.93,9,18
L102953,2026-03-18,MEX,-6,SMB,Webinar,11-50,11,Operations,176.14,8,18
L102954,2026-04-24,DOM,-4,SMB,Outbound,Solo,1,Owner,29.33,8,18
L102955,2026-05-27,COL,-5,SMB,Marketplace,2-10,4,Owner,70.67,8,18
L102956,2026-03-08,COL,-5,SMB,Marketplace,2-10,9,Owner,74.07,8,18
L102957,2026-04-02,PER,-5,SMB,Paid Search,2-10,2,Owner,68.14,8,18
L102958,2026-01-09,PER,-5,AccountantFirm,Partner Program,2-10,9,Senior Accountant,153.97,9,18
L102959,2026-05-14,DOM,-4,SMB,Webinar,11-50,33,Finance Lead,137.38,8,18
L102960,2026-03-30,COL,-5,SMB,Paid Search,2-10,4,Owner,96.0,8,18
L102961,2026-03-25,COL,-5,SMB,Webinar,11-50,29,Owner,176.26,8,18
L102962,2026-04-07,COL,-5,SMB,Organic,51-200,182,Owner,293.04,8,18
L102963,2026-02-09,PER,-5,SMB,Paid Search,2-10,3,Owner,51.76,8,18
L102964,2026-04-19,CRI,-6,AccountantFirm,Partner Program,2-10,7,Partner,209.4,9,18
L102965,2026-05-15,MEX,-6,SMB,Paid Search,11-50,21,Owner,142.39,8,18
L102966,2026-03-05,PER,-5,SMB,Organic,Solo,1,Owner,40.04,8,18
L102967,2026-01-24,COL,-5,SMB,Paid Search,11-50,32,Owner,99.39,8,18
L102968,2026-03-12,MEX,-6,SMB,Paid Search,2-10,9,Owner,60.75,8,18
L102969,2026-02-05,COL,-5,AccountantFirm,Marketplace,11-50,47,Firm Owner,204.07,9,18
L102970,2026-03-09,COL,-5,SMB,Referral,2-10,4,Owner,68.21,8,18
L102971,2026-04-24,PER,-5,SMB,Paid Search,2-10,7,Finance Lead,50.17,8,18
L102972,2026-01-21,PER,-5,SMB,Paid Search,Solo,1,Owner,33.09,8,18
L102973,2026-05-16,COL,-5,SMB,Paid Search,2-10,5,Operations,72.33,8,18
L102974,2026-02-10,COL,-5,SMB,Paid Search,Solo,1,Operations,32.84,8,18
L102975,2026-06-11,MEX,-6,AccountantFirm,Webinar,Solo,1,Partner,77.82,9,18
L102976,2026-05-13,COL,-5,AccountantFirm,Partner Program,2-10,6,Partner,156.01,9,18
L102977,2026-02-19,MEX,-6,SMB,Outbound,Solo,1,Owner,51.12,8,18
L102978,2026-04-12,MEX,-6,SMB,Paid Search,11-50,17,Finance Lead,218.17,8,18
L102979,2026-01-21,COL,-5,SMB,Referral,Solo,1,Owner,39.85,8,18
L102980,2026-01-19,COL,-5,SMB,Organic,2-10,9,Owner,63.82,8,18
L102981,2026-06-23,COL,-5,SMB,Paid Search,2-10,3,Operations,58.68,8,18
L102982,2026-05-26,PER,-5,SMB,Referral,2-10,2,Operations,84.47,8,18
L102983,2026-01-28,MEX,-6,SMB,Webinar,2-10,8,Owner,100.37,8,18
L102984,2026-02-21,MEX,-6,SMB,Marketplace,2-10,5,Operations,83.94,8,18
L102985,2026-02-05,COL,-5,SMB,Organic,2-10,2,Operations,79.84,8,18
L102986,2026-03-13,DOM,-4,SMB,Outbound,Solo,1,Finance Lead,30.28,8,18
L102987,2026-02-22,COL,-5,SMB,Marketplace,51-200,153,Operations,537.73,8,18
L102988,2026-03-01,COL,-5,SMB,Organic,2-10,4,Owner,81.65,8,18
L102989,2026-04-06,DOM,-4,SMB,Webinar,51-200,197,Owner,423.03,8,18
L102990,2026-02-04,DOM,-4,AccountantFirm,Partner Program,Solo,1,Firm Owner,97.26,9,18
L102991,2026-06-09,COL,-5,SMB,Outbound,Solo,1,Owner,31.56,8,18
L102992,2026-05-12,MEX,-6,SMB,Outbound,2-10,10,Owner,98.32,8,18
L102993,2026-05-18,PER,-5,SMB,Outbound,Solo,1,Operations,30.88,8,18
L102994,2026-01-31,COL,-5,SMB,Referral,2-10,6,Finance Lead,78.7,8,18
L102995,2026-05-09,COL,-5,SMB,Organic,Solo,1,Owner,34.17,8,18
L102996,2026-06-01,MEX,-6,SMB,Paid Search,11-50,30,Finance Lead,196.25,8,18
L102997,2026-02-01,COL,-5,SMB,Referral,2-10,6,Owner,81.71,8,18
L102998,2026-05-16,DOM,-4,SMB,Referral,11-50,35,Owner,164.3,8,18
L102999,2026-03-06,DOM,-4,AccountantFirm,Outbound,Solo,1,Senior Accountant,92.07,9,18
L103000,2026-05-23,MEX,-6,AccountantFirm,Organic,Solo,1,Partner,87.28,9,18
L103001,2026-03-28,DOM,-4,SMB,Webinar,2-10,10,Owner,47.03,8,18
L103002,2026-05-26,MEX,-6,SMB,Webinar,11-50,36,Operations,176.83,8,18
L103003,2026-01-27,CRI,-6,SMB,Webinar,51-200,65,Owner,561.56,8,18
L103004,2026-03-12,COL,-5,SMB,Outbound,2-10,3,Owner,55.31,8,18
L103005,2026-02-19,COL,-5,SMB,Paid Search,2-10,7,Owner,74.6,8,18
L103006,2026-02-14,DOM,-4,SMB,Webinar,2-10,5,Owner,65.12,8,18
L103007,2026-02-25,COL,-5,SMB,Organic,11-50,30,Owner,185.12,8,18
L103008,2026-03-11,COL,-5,SMB,Organic,2-10,5,Owner,52.87,8,18
L103009,2026-01-24,MEX,-6,SMB,Webinar,2-10,7,Owner,88.75,8,18
L103010,2026-05-08,DOM,-4,SMB,Organic,2-10,4,Owner,42.17,8,18
L103011,2026-04-10,COL,-5,SMB,Outbound,2-10,2,Owner,85.03,8,18
L103012,2026-05-31,DOM,-4,SMB,Paid Search,2-10,4,Owner,55.92,8,18
L103013,2026-05-08,CRI,-6,SMB,Outbound,Solo,1,Finance Lead,28.46,8,18
L103014,2026-01-27,DOM,-4,AccountantFirm,Outbound,2-10,8,Firm Owner,184.37,9,18
L103015,2026-01-13,COL,-5,AccountantFirm,Referral,2-10,7,Partner,184.01,9,18
L103016,2026-03-18,CRI,-6,SMB,Organic,2-10,9,Owner,96.09,8,18
L103017,2026-03-29,COL,-5,SMB,Webinar,2-10,2,Owner,68.23,8,18
L103018,2026-02-13,PER,-5,SMB,Marketplace,2-10,3,Owner,63.99,8,18
L103019,2026-05-22,DOM,-4,SMB,Outbound,2-10,3,Finance Lead,60.73,8,18
L103020,2026-04-16,COL,-5,SMB,Webinar,11-50,33,Owner,179.43,8,18
L103021,2026-05-16,CRI,-6,SMB,Referral,2-10,7,Owner,86.46,8,18
L103022,2026-01-20,MEX,-6,SMB,Marketplace,51-200,74,Owner,435.4,8,18
L103023,2026-05-28,MEX,-6,AccountantFirm,Marketplace,Solo,1,Firm Owner,90.83,9,18
L103024,2026-02-07,MEX,-6,SMB,Paid Search,2-10,6,Operations,78.09,8,18
L103025,2026-03-23,MEX,-6,SMB,Partner Program,Solo,1,Finance Lead,36.35,8,18
L103026,2026-03-21,DOM,-4,SMB,Organic,2-10,2,Owner,43.68,8,18
L103027,2026-05-29,PER,-5,SMB,Paid Search,11-50,35,Owner,215.27,8,18
L103028,2026-02-20,COL,-5,SMB,Paid Search,11-50,33,Finance Lead,164.04,8,18
L103029,2026-02-13,DOM,-4,AccountantFirm,Referral,11-50,12,Partner,231.03,9,18
L103030,2026-03-03,DOM,-4,AccountantFirm,Outbound,2-10,2,Firm Owner,121.39,9,18
L103031,2026-03-07,DOM,-4,SMB,Organic,11-50,39,Operations,151.1,8,18
L103032,2026-02-02,MEX,-6,AccountantFirm,Outbound,Solo,1,Senior Accountant,49.0,9,18
L103033,2026-02-01,MEX,-6,SMB,Partner Program,Solo,1,Finance Lead,25.56,8,18
L103034,2026-02-11,CRI,-6,SMB,Referral,2-10,10,Owner,85.75,8,18
L103035,2026-03-26,COL,-5,SMB,Referral,Solo,1,Operations,38.34,8,18
L103036,2026-03-04,COL,-5,SMB,Paid Search,Solo,1,Operations,27.45,8,18
L103037,2026-03-12,MEX,-6,SMB,Organic,2-10,9,Operations,68.13,8,18
L103038,2026-05-11,COL,-5,SMB,Outbound,Solo,1,Owner,38.39,8,18
L103039,2026-02-13,COL,-5,SMB,Paid Search,2-10,7,Owner,80.88,8,18
L103040,2026-06-14,COL,-5,AccountantFirm,Outbound,11-50,31,Partner,468.34,9,18
L103041,2026-05-17,DOM,-4,SMB,Paid Search,Solo,1,Owner,32.32,8,18
L103042,2026-02-01,PER,-5,AccountantFirm,Referral,11-50,43,Firm Owner,342.22,9,18
L103043,2026-02-26,MEX,-6,SMB,Referral,Solo,1,Operations,30.74,8,18
L103044,2026-02-03,COL,-5,AccountantFirm,Paid Search,11-50,44,Firm Owner,337.45,9,18
L103045,2026-02-19,CRI,-6,SMB,Organic,2-10,10,Operations,83.82,8,18
L103046,2026-03-08,COL,-5,SMB,Organic,2-10,5,Owner,83.39,8,18
L103047,2026-01-24,PER,-5,SMB,Paid Search,51-200,122,Owner,357.54,8,18
L103048,2026-01-03,MEX,-6,AccountantFirm,Paid Search,Solo,1,Partner,108.15,9,18
L103049,2026-03-21,COL,-5,SMB,Webinar,Solo,1,Owner,53.02,8,18
L103050,2026-05-07,MEX,-6,SMB,Organic,2-10,2,Owner,65.0,8,18
L103051,2026-02-24,COL,-5,AccountantFirm,Partner Program,2-10,3,Partner,242.35,9,18
L103052,2026-06-05,CRI,-6,SMB,Webinar,11-50,26,Finance Lead,195.01,8,18
L103053,2026-03-08,COL,-5,AccountantFirm,Outbound,2-10,9,Partner,157.96,9,18
L103054,2026-06-13,PER,-5,SMB,Webinar,11-50,28,Operations,151.91,8,18
L103055,2026-02-12,CRI,-6,SMB,Webinar,Solo,1,Owner,33.02,8,18
L103056,2026-04-08,PER,-5,SMB,Outbound,11-50,34,Operations,147.67,8,18
L103057,2026-05-19,PER,-5,SMB,Marketplace,2-10,9,Finance Lead,46.45,8,18
L103058,2026-01-11,COL,-5,SMB,Webinar,11-50,30,Owner,162.3,8,18
L103059,2026-06-18,MEX,-6,SMB,Marketplace,11-50,24,Operations,223.61,8,18
L103060,2026-03-08,CRI,-6,SMB,Marketplace,2-10,8,Finance Lead,89.75,8,18
L103061,2026-04-01,MEX,-6,AccountantFirm,Organic,2-10,4,Partner,163.23,9,18
L103062,2026-04-24,COL,-5,AccountantFirm,Webinar,Solo,1,Firm Owner,75.15,9,18
L103063,2026-04-27,COL,-5,SMB,Outbound,51-200,109,Owner,278.15,8,18
L103064,2026-01-05,COL,-5,SMB,Marketplace,2-10,9,Finance Lead,50.62,8,18
L103065,2026-06-06,PER,-5,SMB,Webinar,Solo,1,Operations,35.18,8,18
L103066,2026-04-23,MEX,-6,AccountantFirm,Outbound,2-10,5,Senior Accountant,131.45,9,18
L103067,2026-06-30,DOM,-4,AccountantFirm,Partner Program,2-10,4,Senior Accountant,227.97,9,18
L103068,2026-03-27,PER,-5,SMB,Paid Search,11-50,44,Owner,172.59,8,18
L103069,2026-04-22,COL,-5,SMB,Referral,11-50,36,Owner,211.23,8,18
L103070,2026-03-21,CRI,-6,AccountantFirm,Outbound,11-50,41,Partner,434.1,9,18
L103071,2026-06-11,COL,-5,AccountantFirm,Outbound,11-50,24,Firm Owner,365.26,9,18
L103072,2026-05-31,COL,-5,SMB,Partner Program,2-10,9,Owner,51.71,8,18
L103073,2026-06-14,COL,-5,AccountantFirm,Referral,11-50,49,Firm Owner,288.41,9,18
L103074,2026-04-02,COL,-5,SMB,Paid Search,11-50,17,Owner,136.39,8,18
L103075,2026-05-24,MEX,-6,SMB,Paid Search,11-50,18,Owner,181.03,8,18
L103076,2026-03-06,MEX,-6,AccountantFirm,Organic,11-50,33,Firm Owner,365.36,9,18
L103077,2026-03-25,COL,-5,SMB,Referral,Solo,1,Operations,41.27,8,18
L103078,2026-05-18,COL,-5,SMB,Referral,11-50,39,Finance Lead,245.74,8,18
L103079,2026-01-15,DOM,-4,AccountantFirm,Partner Program,51-200,51,Senior Accountant,300.5,9,18
L103080,2026-05-09,COL,-5,AccountantFirm,Partner Program,11-50,33,Partner,489.58,9,18
L103081,2026-01-03,CRI,-6,SMB,Referral,51-200,70,Owner,672.75,8,18
L103082,2026-04-16,PER,-5,SMB,Referral,2-10,10,Operations,73.33,8,18
L103083,2026-03-28,DOM,-4,AccountantFirm,Webinar,51-200,159,Partner,637.3,9,18
L103084,2026-03-26,MEX,-6,SMB,Referral,Solo,1,Owner,43.79,8,18
L103085,2026-03-31,DOM,-4,AccountantFirm,Partner Program,11-50,50,Partner,416.86,9,18
L103086,2026-03-31,DOM,-4,SMB,Organic,11-50,19,Operations,168.74,8,18
L103087,2026-03-15,PER,-5,SMB,Referral,2-10,9,Owner,77.19,8,18
L103088,2026-03-23,PER,-5,SMB,Outbound,2-10,5,Owner,58.18,8,18
L103089,2026-04-13,MEX,-6,AccountantFirm,Partner Program,Solo,1,Partner,123.08,9,18
L103090,2026-05-19,DOM,-4,AccountantFirm,Webinar,2-10,2,Partner,173.86,9,18
L103091,2026-04-10,CRI,-6,SMB,Marketplace,11-50,30,Finance Lead,160.81,8,18
L103092,2026-04-27,COL,-5,SMB,Paid Search,51-200,121,Finance Lead,553.04,8,18
