call_id,lead_id,rep_id,call_at_utc,call_local_hour,duration_seconds,connected_flag,disposition,dialer_source,scheduled_flag
C0235500,L102355,SDR04,2026-01-06 20:00:00,15,40,0,Busy,Genesys,0
C0235501,L102355,SDR04,2026-01-05 11:00:00,6,34,0,No Answer,Manual,0
C0235502,L102355,AE04,2026-01-11 18:00:00,13,263,1,Connected - Demo Scheduled,Manual,0
C0235503,L102355,AE04,2026-01-06 13:00:00,8,310,1,Connected - Follow-up,Genesys,1
C0235504,L102355,AE03,2026-01-11 15:00:00,10,23,0,Busy,Genesys,0
C0235600,L102356,SDR02,2026-04-18 18:00:00,13,259,1,Connected - Demo Scheduled,Genesys,0
C0235601,L102356,SDR02,2026-04-20 08:00:00,3,24,0,Voicemail,Genesys,0
C0235700,L102357,SDR02,2026-01-19 15:00:00,10,18,0,No Answer,Manual,0
C0235701,L102357,SDR02,2026-01-12 19:00:00,14,380,1,Connected - Demo Scheduled,Manual,1
C0235702,L102357,AE06,2026-01-15 10:00:00,5,38,0,Busy,Genesys,0
C0235703,L102357,AE02,2026-01-12 13:00:00,8,306,1,Connected - Discovery,Genesys,0
C0235704,L102357,AE06,2026-01-11 08:00:00,3,20,0,No Answer,Genesys,0
C0235800,L102358,SDR02,2026-06-20 17:00:00,12,22,0,Wrong Number,Genesys,0
C0235900,L102359,SDR03,2026-04-30 11:00:00,5,27,0,Busy,Genesys,0
C0235901,L102359,SDR03,2026-05-02 11:00:00,5,12,0,Voicemail,Genesys,0
C0235902,L102359,AE06,2026-04-26 16:00:00,10,325,1,Connected - Discovery,Genesys,0
C0235903,L102359,AE04,2026-05-01 12:00:00,6,446,1,Connected - Follow-up,Genesys,0
C0235904,L102359,AE01,2026-04-21 13:00:00,7,22,0,No Answer,Genesys,0
C0235905,L102359,AE01,2026-04-29 19:00:00,13,394,1,Connected - Follow-up,Genesys,0
C0236000,L102360,SDR01,2026-03-18 10:00:00,4,8,0,Wrong Number,Genesys,0
C0236100,L102361,SDR01,2026-04-04 21:00:00,16,41,0,Busy,Manual,0
C0236101,L102361,SDR01,2026-04-02 11:00:00,6,36,0,Voicemail,Genesys,0
C0236102,L102361,AE08,2026-04-10 20:00:00,15,704,1,Connected - Follow-up,Manual,0
C0236200,L102362,SDR02,2026-05-03 21:00:00,16,325,1,Connected - Discovery,Genesys,0
C0236300,L102363,SDR01,2026-02-20 09:00:00,4,20,0,No Answer,Genesys,0
C0236400,L102364,SDR01,2026-02-26 12:00:00,7,15,0,Voicemail,Genesys,0
C0236401,L102364,SDR01,2026-02-24 17:00:00,12,310,1,Connected - Follow-up,Genesys,0
C0236402,L102364,AE07,2026-03-04 16:00:00,11,8,0,Busy,Genesys,0
C0236403,L102364,AE07,2026-02-25 20:00:00,15,380,1,Connected - Follow-up,Manual,0
C0236500,L102365,SDR01,2026-03-24 13:00:00,8,358,1,Connected - Demo Scheduled,Genesys,0
C0236501,L102365,SDR01,2026-03-25 13:00:00,8,222,1,Connected - Discovery,Genesys,0
C0236502,L102365,AE05,2026-03-17 17:00:00,12,529,1,Connected - Discovery,Genesys,1
C0236600,L102366,SDR02,2026-02-26 19:00:00,13,282,1,Connected - Follow-up,Genesys,0
C0236601,L102366,SDR02,2026-02-22 18:00:00,12,88,1,Connected - Demo Scheduled,Genesys,0
C0236800,L102368,SDR01,2026-01-31 15:00:00,10,168,1,Connected - Discovery,Genesys,0
C0236900,L102369,SDR01,2026-06-10 10:00:00,5,476,1,Connected - Demo Scheduled,Genesys,0
C0237000,L102370,SDR04,2026-03-12 21:00:00,17,285,1,Connected - Discovery,Genesys,0
C0237001,L102370,SDR04,2026-03-18 13:00:00,9,210,1,Connected - Demo Scheduled,Manual,0
C0237002,L102370,AE04,2026-03-16 10:00:00,6,376,1,Connected - Demo Scheduled,Genesys,1
C0237003,L102370,AE04,2026-03-11 20:00:00,16,440,1,Connected - Demo Scheduled,Genesys,0
C0237100,L102371,SDR01,2026-04-18 21:00:00,17,100,1,Connected - Follow-up,Genesys,1
C0237200,L102372,SDR01,2026-02-07 14:00:00,8,493,1,Connected - Follow-up,Genesys,0
C0237201,L102372,SDR01,2026-02-07 18:00:00,12,375,1,Connected - Demo Scheduled,Manual,1
C0237300,L102373,SDR02,2026-03-11 16:00:00,12,9,0,Busy,Manual,0
C0237301,L102373,SDR02,2026-03-20 10:00:00,6,254,1,Connected - Discovery,Genesys,1
C0237302,L102373,AE01,2026-03-21 13:00:00,9,261,1,Connected - Discovery,Manual,0
C0237303,L102373,AE04,2026-03-23 11:00:00,7,14,0,Voicemail,Manual,0
C0237400,L102374,SDR02,2026-05-21 21:00:00,15,182,1,Connected - Discovery,Genesys,0
C0237401,L102374,SDR02,2026-05-18 20:00:00,14,36,0,Wrong Number,Genesys,0
C0237402,L102374,AE02,2026-05-17 09:00:00,3,134,1,Connected - Discovery,Genesys,0
C0237403,L102374,AE06,2026-05-26 15:00:00,9,35,0,Busy,Genesys,0
C0237404,L102374,AE02,2026-05-22 18:00:00,12,296,1,Connected - Follow-up,Genesys,0
C0237405,L102374,AE06,2026-05-17 18:00:00,12,198,1,Connected - Demo Scheduled,Genesys,0
C0237500,L102375,SDR02,2026-02-25 13:00:00,7,448,1,Connected - Discovery,Genesys,0
C0237501,L102375,SDR02,2026-02-18 16:00:00,10,481,1,Connected - Follow-up,Genesys,1
C0237600,L102376,SDR01,2026-01-25 18:00:00,12,337,1,Connected - Discovery,Genesys,0
C0237601,L102376,SDR01,2026-02-01 10:00:00,4,30,0,No Answer,Genesys,0
C0237700,L102377,SDR02,2026-04-16 18:00:00,14,10,0,Wrong Number,Genesys,0
C0237701,L102377,SDR02,2026-04-15 08:00:00,4,248,1,Connected - Discovery,Genesys,0
C0237702,L102377,AE06,2026-04-09 12:00:00,8,136,1,Connected - Discovery,Genesys,0
C0237800,L102378,SDR02,2026-02-12 17:00:00,11,368,1,Connected - Discovery,Genesys,0
C0237801,L102378,SDR02,2026-02-04 11:00:00,5,176,1,Connected - Demo Scheduled,Genesys,0
C0237802,L102378,AE05,2026-01-31 15:00:00,9,40,1,Connected - Discovery,Genesys,1
C0237803,L102378,AE03,2026-01-30 20:00:00,14,103,1,Connected - Demo Scheduled,Genesys,1
C0237804,L102378,AE06,2026-02-03 20:00:00,14,422,1,Connected - Demo Scheduled,Manual,0
C0237805,L102378,AE06,2026-02-03 21:00:00,15,37,0,No Answer,Genesys,0
C0237806,L102378,AE04,2026-02-06 08:00:00,2,26,0,Wrong Number,Genesys,1
C0237807,L102378,AE05,2026-02-08 15:00:00,9,270,1,Connected - Discovery,Genesys,0
C0237900,L102379,SDR01,2026-03-09 08:00:00,2,8,0,No Answer,Genesys,0
C0237901,L102379,SDR01,2026-02-27 15:00:00,9,271,1,Connected - Follow-up,Genesys,0
C0237902,L102379,AE08,2026-03-05 12:00:00,6,20,0,No Answer,Genesys,1
C0237903,L102379,AE09,2026-03-11 18:00:00,12,617,1,Connected - Demo Scheduled,Manual,0
C0237904,L102379,AE08,2026-03-08 21:00:00,15,109,1,Connected - Follow-up,Genesys,0
C0237905,L102379,AE08,2026-02-28 16:00:00,10,644,1,Connected - Follow-up,Genesys,0
C0237906,L102379,AE08,2026-03-04 18:00:00,12,466,1,Connected - Follow-up,Genesys,0
C0238000,L102380,SDR02,2026-03-28 10:00:00,5,326,1,Connected - Demo Scheduled,Genesys,0
C0238100,L102381,SDR01,2026-04-24 09:00:00,4,328,1,Connected - Discovery,Genesys,0
C0238101,L102381,SDR01,2026-04-24 20:00:00,15,375,1,Connected - Discovery,Genesys,0
C0238102,L102381,AE02,2026-04-14 09:00:00,4,383,1,Connected - Discovery,Manual,1
C0238103,L102381,AE02,2026-04-26 21:00:00,16,10,0,Voicemail,Manual,0
C0238104,L102381,AE02,2026-04-18 17:00:00,12,120,1,Connected - Demo Scheduled,Genesys,0
C0238200,L102382,SDR02,2026-05-06 09:00:00,3,20,0,No Answer,Manual,0
C0238400,L102384,SDR02,2026-06-14 21:00:00,15,338,1,Connected - Follow-up,Genesys,1
C0238401,L102384,SDR02,2026-06-15 11:00:00,5,324,1,Connected - Follow-up,Genesys,0
C0238500,L102385,SDR02,2026-01-15 11:00:00,6,78,1,Connected - Discovery,Genesys,0
C0238501,L102385,SDR02,2026-01-24 12:00:00,7,427,1,Connected - Follow-up,Genesys,1
C0238502,L102385,AE01,2026-01-20 12:00:00,7,192,1,Connected - Follow-up,Manual,0
C0238600,L102386,SDR01,2026-03-09 18:00:00,12,523,1,Connected - Demo Scheduled,Genesys,0
C0238601,L102386,SDR01,2026-03-10 13:00:00,7,9,0,No Answer,Genesys,0
C0238602,L102386,AE07,2026-03-09 14:00:00,8,430,1,Connected - Follow-up,Manual,0
C0238700,L102387,SDR02,2026-01-04 08:00:00,4,188,1,Connected - Follow-up,Genesys,0
C0238701,L102387,SDR02,2026-01-03 17:00:00,13,157,1,Connected - Discovery,Manual,0
C0238702,L102387,AE06,2026-01-01 17:00:00,13,320,1,Connected - Discovery,Genesys,0
C0238800,L102388,SDR01,2026-01-11 19:00:00,13,655,1,Connected - Follow-up,Genesys,0
C0238801,L102388,SDR01,2026-01-11 09:00:00,3,440,1,Connected - Follow-up,Genesys,0
C0238900,L102389,SDR01,2026-02-20 20:00:00,16,199,1,Connected - Demo Scheduled,Genesys,0
C0239100,L102391,SDR02,2026-06-24 16:00:00,11,284,1,Connected - Follow-up,Genesys,0
C0239200,L102392,SDR02,2026-05-24 18:00:00,14,218,1,Connected - Discovery,Genesys,0
C0239300,L102393,SDR03,2026-04-30 12:00:00,6,381,1,Connected - Follow-up,Manual,1
C0239301,L102393,SDR03,2026-05-01 09:00:00,3,27,0,No Answer,Genesys,0
C0239302,L102393,AE08,2026-04-27 09:00:00,3,29,0,Wrong Number,Genesys,0
C0239303,L102393,AE08,2026-05-10 13:00:00,7,38,0,No Answer,Genesys,0
C0239400,L102394,SDR01,2026-06-02 17:00:00,13,500,1,Connected - Follow-up,Genesys,0
C0239401,L102394,SDR01,2026-05-27 16:00:00,12,321,1,Connected - Discovery,Manual,0
C0239402,L102394,AE09,2026-05-30 17:00:00,13,437,1,Connected - Follow-up,Genesys,0
C0239500,L102395,SDR02,2026-02-09 14:00:00,10,470,1,Connected - Follow-up,Genesys,0
C0239501,L102395,SDR02,2026-02-06 14:00:00,10,407,1,Connected - Follow-up,Genesys,1
C0239502,L102395,AE08,2026-02-02 14:00:00,10,390,1,Connected - Discovery,Genesys,0
C0239600,L102396,SDR01,2026-06-02 21:00:00,17,27,0,Wrong Number,Genesys,0
C0239601,L102396,SDR01,2026-06-06 20:00:00,16,317,1,Connected - Discovery,Genesys,1
C0239602,L102396,AE02,2026-06-06 20:00:00,16,25,0,No Answer,Manual,0
C0239603,L102396,AE04,2026-06-06 11:00:00,7,395,1,Connected - Discovery,Genesys,0
C0239700,L102397,SDR01,2026-06-12 20:00:00,16,11,0,Busy,Genesys,0
C0239900,L102399,SDR02,2026-03-27 14:00:00,10,268,1,Connected - Discovery,Genesys,0
C0239901,L102399,SDR02,2026-04-09 19:00:00,15,20,0,Busy,Genesys,0
C0239902,L102399,AE04,2026-03-27 16:00:00,12,500,1,Connected - Follow-up,Genesys,1
C0240000,L102400,SDR01,2026-05-31 11:00:00,6,32,0,Busy,Manual,0
C0240001,L102400,SDR01,2026-06-08 08:00:00,3,295,1,Connected - Discovery,Genesys,1
C0240200,L102402,SDR02,2026-06-08 17:00:00,11,35,0,Busy,Genesys,0
C0240201,L102402,SDR02,2026-06-09 20:00:00,14,29,0,No Answer,Genesys,0
C0240300,L102403,SDR01,2026-07-02 15:00:00,9,143,1,Connected - Demo Scheduled,Genesys,0
C0240301,L102403,SDR01,2026-06-21 10:00:00,4,330,1,Connected - Follow-up,Genesys,0
C0240302,L102403,AE04,2026-06-30 20:00:00,14,456,1,Connected - Demo Scheduled,Genesys,0
C0240400,L102404,SDR02,2026-04-05 16:00:00,10,25,0,No Answer,Genesys,0
C0240500,L102405,SDR01,2026-01-14 13:00:00,8,142,1,Connected - Follow-up,Genesys,0
C0240501,L102405,SDR01,2026-01-13 21:00:00,16,314,1,Connected - Discovery,Genesys,0
C0240502,L102405,AE01,2026-01-18 09:00:00,4,8,0,Voicemail,Genesys,0
C0240503,L102405,AE04,2026-01-20 16:00:00,11,36,0,No Answer,Genesys,0
C0240800,L102408,SDR01,2026-04-03 17:00:00,12,210,1,Connected - Follow-up,Genesys,1
C0240801,L102408,SDR01,2026-03-27 20:00:00,15,172,1,Connected - Discovery,Manual,0
C0240802,L102408,AE02,2026-03-30 16:00:00,11,354,1,Connected - Discovery,Genesys,0
C0240803,L102408,AE03,2026-04-09 13:00:00,8,99,1,Connected - Discovery,Genesys,0
C0240804,L102408,AE04,2026-03-28 21:00:00,16,13,0,Voicemail,Manual,0
C0240900,L102409,SDR01,2026-04-22 10:00:00,4,34,0,Voicemail,Genesys,0
C0241000,L102410,SDR01,2026-04-03 12:00:00,7,32,0,Voicemail,Genesys,0
C0241100,L102411,SDR03,2026-02-17 21:00:00,15,25,0,No Answer,Genesys,0
C0241101,L102411,SDR03,2026-02-06 13:00:00,7,505,1,Connected - Follow-up,Manual,1
C0241102,L102411,AE07,2026-02-16 15:00:00,9,40,1,Connected - Follow-up,Genesys,0
C0241200,L102412,SDR01,2026-02-28 18:00:00,12,344,1,Connected - Demo Scheduled,Manual,0
C0241201,L102412,SDR01,2026-02-26 20:00:00,14,366,1,Connected - Discovery,Genesys,0
C0241202,L102412,AE09,2026-03-07 17:00:00,11,467,1,Connected - Discovery,Genesys,0
C0241300,L102413,SDR02,2026-05-03 20:00:00,15,206,1,Connected - Follow-up,Genesys,0
C0241301,L102413,SDR02,2026-05-08 18:00:00,13,308,1,Connected - Discovery,Genesys,0
C0241500,L102415,SDR04,2026-02-14 14:00:00,9,17,0,Busy,Genesys,0
C0241501,L102415,SDR04,2026-02-13 20:00:00,15,30,0,No Answer,Genesys,0
C0241502,L102415,AE01,2026-02-12 12:00:00,7,8,0,No Answer,Manual,0
C0241600,L102416,SDR01,2026-06-24 11:00:00,6,17,0,No Answer,Genesys,0
C0241601,L102416,SDR01,2026-06-18 15:00:00,10,256,1,Connected - Discovery,Genesys,0
C0241602,L102416,AE06,2026-06-24 12:00:00,7,16,0,No Answer,Genesys,0
C0241700,L102417,SDR01,2026-01-21 14:00:00,9,41,0,Wrong Number,Genesys,0
C0241701,L102417,SDR01,2026-01-20 16:00:00,11,30,0,No Answer,Genesys,0
C0241702,L102417,AE05,2026-01-23 13:00:00,8,39,0,No Answer,Manual,1
C0241800,L102418,SDR04,2026-03-19 11:00:00,5,428,1,Connected - Demo Scheduled,Genesys,1
C0241801,L102418,SDR04,2026-03-27 13:00:00,7,40,0,No Answer,Genesys,0
C0241802,L102418,AE08,2026-03-28 11:00:00,5,38,0,No Answer,Manual,0
C0241803,L102418,AE07,2026-03-21 15:00:00,9,423,1,Connected - Discovery,Genesys,0
C0241900,L102419,SDR04,2026-02-17 14:00:00,9,305,1,Connected - Demo Scheduled,Genesys,0
C0241901,L102419,SDR04,2026-02-08 14:00:00,9,261,1,Connected - Discovery,Genesys,0
C0242000,L102420,SDR01,2026-01-26 21:00:00,15,210,1,Connected - Demo Scheduled,Genesys,0
C0242001,L102420,SDR01,2026-01-27 08:00:00,2,339,1,Connected - Discovery,Genesys,0
C0242002,L102420,AE09,2026-01-28 19:00:00,13,498,1,Connected - Follow-up,Manual,1
C0242003,L102420,AE08,2026-01-19 13:00:00,7,8,0,Busy,Genesys,0
C0242100,L102421,SDR01,2026-03-26 17:00:00,12,24,0,No Answer,Manual,0
C0242200,L102422,SDR01,2026-04-07 09:00:00,4,504,1,Connected - Discovery,Genesys,0
C0242201,L102422,SDR01,2026-04-11 15:00:00,10,23,0,No Answer,Manual,0
C0242202,L102422,AE09,2026-04-13 08:00:00,3,507,1,Connected - Follow-up,Manual,1
C0242300,L102423,SDR04,2026-02-05 12:00:00,6,470,1,Connected - Demo Scheduled,Genesys,0
C0242301,L102423,SDR04,2026-02-02 15:00:00,9,26,0,No Answer,Genesys,0
C0242302,L102423,AE02,2026-02-05 13:00:00,7,10,0,Busy,Genesys,0
C0242400,L102424,SDR01,2026-01-25 18:00:00,13,17,0,Wrong Number,Genesys,0
C0242401,L102424,SDR01,2026-01-25 21:00:00,16,132,1,Connected - Follow-up,Genesys,0
C0242402,L102424,AE05,2026-01-24 16:00:00,11,122,1,Connected - Discovery,Manual,0
C0242403,L102424,AE05,2026-01-26 17:00:00,12,10,0,No Answer,Genesys,0
C0242404,L102424,AE03,2026-01-22 11:00:00,6,14,0,Busy,Genesys,0
C0242500,L102425,SDR02,2026-01-28 21:00:00,16,322,1,Connected - Demo Scheduled,Genesys,1
C0242501,L102425,SDR02,2026-01-29 12:00:00,7,32,0,Busy,Genesys,0
C0242502,L102425,AE04,2026-02-05 20:00:00,15,37,0,No Answer,Manual,0
C0242503,L102425,AE06,2026-01-31 21:00:00,16,11,0,Busy,Genesys,0
C0242504,L102425,AE02,2026-02-07 14:00:00,9,24,0,No Answer,Genesys,0
C0242600,L102426,SDR02,2026-05-01 17:00:00,12,39,0,No Answer,Genesys,0
C0242601,L102426,SDR02,2026-04-29 15:00:00,10,471,1,Connected - Demo Scheduled,Genesys,1
C0242700,L102427,SDR02,2026-06-11 09:00:00,5,291,1,Connected - Demo Scheduled,Genesys,0
C0242701,L102427,SDR02,2026-06-06 11:00:00,7,255,1,Connected - Discovery,Genesys,1
C0242702,L102427,AE09,2026-06-11 19:00:00,15,614,1,Connected - Discovery,Manual,1
C0242800,L102428,SDR01,2026-02-04 11:00:00,6,448,1,Connected - Demo Scheduled,Genesys,0
C0242801,L102428,SDR01,2026-02-06 13:00:00,8,133,1,Connected - Discovery,Genesys,0
C0242802,L102428,AE01,2026-02-04 14:00:00,9,8,0,Wrong Number,Genesys,0
C0242803,L102428,AE06,2026-02-11 20:00:00,15,452,1,Connected - Discovery,Genesys,1
C0242804,L102428,AE04,2026-02-14 12:00:00,7,16,0,No Answer,Genesys,0
C0243000,L102430,SDR03,2026-03-17 09:00:00,3,36,0,No Answer,Manual,0
C0243001,L102430,SDR03,2026-03-11 16:00:00,10,471,1,Connected - Follow-up,Genesys,0
C0243002,L102430,AE02,2026-03-17 08:00:00,2,37,0,Wrong Number,Genesys,0
C0243003,L102430,AE05,2026-03-06 14:00:00,8,24,0,No Answer,Manual,0
C0243100,L102431,SDR02,2026-03-16 17:00:00,11,11,0,No Answer,Genesys,0
C0243200,L102432,SDR01,2026-02-21 09:00:00,4,465,1,Connected - Discovery,Genesys,1
C0243201,L102432,SDR01,2026-02-19 18:00:00,13,24,0,Voicemail,Genesys,0
C0243400,L102434,SDR02,2026-04-06 11:00:00,6,21,0,No Answer,Genesys,0
C0243401,L102434,SDR02,2026-04-09 17:00:00,12,404,1,Connected - Follow-up,Genesys,0
C0243402,L102434,AE03,2026-04-07 09:00:00,4,230,1,Connected - Discovery,Manual,1
C0243403,L102434,AE02,2026-04-14 19:00:00,14,26,0,Wrong Number,Genesys,0
C0243404,L102434,AE04,2026-04-19 09:00:00,4,307,1,Connected - Demo Scheduled,Genesys,0
C0243500,L102435,SDR02,2026-03-07 20:00:00,15,418,1,Connected - Discovery,Genesys,0
C0243501,L102435,SDR02,2026-03-09 11:00:00,6,38,0,No Answer,Genesys,0
C0243502,L102435,AE03,2026-03-07 20:00:00,15,188,1,Connected - Demo Scheduled,Genesys,0
C0243503,L102435,AE03,2026-03-09 13:00:00,8,441,1,Connected - Follow-up,Manual,0
C0243600,L102436,SDR01,2026-03-03 14:00:00,9,383,1,Connected - Follow-up,Genesys,0
C0243601,L102436,SDR01,2026-03-16 21:00:00,16,341,1,Connected - Discovery,Genesys,0
C0243700,L102437,SDR03,2026-02-25 11:00:00,6,265,1,Connected - Follow-up,Manual,1
C0243701,L102437,SDR03,2026-02-21 16:00:00,11,129,1,Connected - Follow-up,Manual,0
C0243702,L102437,AE08,2026-02-21 17:00:00,12,27,0,Wrong Number,Manual,0
C0243800,L102438,SDR01,2026-06-20 15:00:00,9,353,1,Connected - Demo Scheduled,Genesys,1
C0243801,L102438,SDR01,2026-06-24 19:00:00,13,254,1,Connected - Discovery,Genesys,0
C0243802,L102438,AE03,2026-06-18 10:00:00,4,219,1,Connected - Discovery,Genesys,0
C0243803,L102438,AE05,2026-06-27 21:00:00,15,289,1,Connected - Follow-up,Genesys,0
C0243900,L102439,SDR01,2026-04-30 21:00:00,15,37,0,Busy,Genesys,0
C0244000,L102440,SDR03,2026-03-20 19:00:00,14,239,1,Connected - Follow-up,Genesys,0
C0244001,L102440,SDR03,2026-03-24 09:00:00,4,31,0,No Answer,Genesys,0
C0244002,L102440,AE03,2026-03-26 18:00:00,13,50,1,Connected - Demo Scheduled,Genesys,0
C0244003,L102440,AE05,2026-03-21 20:00:00,15,328,1,Connected - Discovery,Genesys,0
C0244004,L102440,AE01,2026-03-26 10:00:00,5,33,0,No Answer,Manual,0
C0244005,L102440,AE01,2026-03-26 12:00:00,7,38,0,Busy,Manual,0
C0244100,L102441,SDR01,2026-02-17 10:00:00,4,35,0,No Answer,Manual,0
C0244200,L102442,SDR01,2026-06-03 20:00:00,15,357,1,Connected - Discovery,Genesys,0
C0244300,L102443,SDR01,2026-06-19 18:00:00,14,123,1,Connected - Discovery,Genesys,0
C0244400,L102444,SDR01,2026-01-13 21:00:00,16,390,1,Connected - Discovery,Genesys,0
C0244401,L102444,SDR01,2026-01-07 16:00:00,11,476,1,Connected - Demo Scheduled,Genesys,0
C0244500,L102445,SDR02,2026-06-23 08:00:00,2,114,1,Connected - Follow-up,Manual,1
C0244501,L102445,SDR02,2026-06-25 13:00:00,7,25,0,No Answer,Manual,0
C0244502,L102445,AE02,2026-06-26 19:00:00,13,218,1,Connected - Discovery,Manual,0
C0244503,L102445,AE01,2026-06-20 14:00:00,8,21,0,No Answer,Genesys,0
C0244700,L102447,SDR02,2026-02-01 21:00:00,16,285,1,Connected - Discovery,Genesys,0
C0244701,L102447,SDR02,2026-01-31 15:00:00,10,36,0,Busy,Manual,0
C0244800,L102448,SDR02,2026-05-22 18:00:00,13,243,1,Connected - Follow-up,Genesys,0
C0244801,L102448,SDR02,2026-05-23 08:00:00,3,23,0,Wrong Number,Genesys,1
C0244802,L102448,AE03,2026-05-28 16:00:00,11,254,1,Connected - Demo Scheduled,Genesys,0
C0244900,L102449,SDR02,2026-01-22 14:00:00,10,8,0,No Answer,Manual,0
C0244901,L102449,SDR02,2026-01-31 08:00:00,4,28,0,Voicemail,Genesys,0
C0244902,L102449,AE05,2026-01-20 18:00:00,14,335,1,Connected - Discovery,Genesys,1
C0244903,L102449,AE06,2026-01-27 10:00:00,6,237,1,Connected - Demo Scheduled,Genesys,0
C0245000,L102450,SDR02,2026-01-10 18:00:00,12,430,1,Connected - Demo Scheduled,Manual,0
C0245001,L102450,SDR02,2026-01-19 11:00:00,5,24,0,Busy,Genesys,0
C0245002,L102450,AE01,2026-01-23 10:00:00,4,296,1,Connected - Discovery,Genesys,0
C0245003,L102450,AE06,2026-01-23 15:00:00,9,412,1,Connected - Demo Scheduled,Manual,1
C0245100,L102451,SDR01,2026-01-21 13:00:00,8,16,0,Wrong Number,Genesys,0
C0245101,L102451,SDR01,2026-01-24 18:00:00,13,452,1,Connected - Follow-up,Manual,0
C0245500,L102455,SDR03,2026-01-25 18:00:00,12,12,0,No Answer,Genesys,0
C0245501,L102455,SDR03,2026-02-04 18:00:00,12,241,1,Connected - Discovery,Genesys,0
C0245502,L102455,AE06,2026-02-04 13:00:00,7,134,1,Connected - Follow-up,Genesys,1
C0245503,L102455,AE03,2026-01-23 08:00:00,2,410,1,Connected - Discovery,Genesys,0
C0245504,L102455,AE05,2026-01-29 12:00:00,6,17,0,No Answer,Genesys,1
C0245600,L102456,SDR01,2026-02-17 16:00:00,11,54,1,Connected - Follow-up,Genesys,0
C0245700,L102457,SDR02,2026-06-11 09:00:00,4,25,0,No Answer,Genesys,0
C0245701,L102457,SDR02,2026-06-10 13:00:00,8,23,0,No Answer,Genesys,0
C0245702,L102457,AE07,2026-06-13 13:00:00,8,417,1,Connected - Follow-up,Genesys,0
C0245703,L102457,AE08,2026-06-07 20:00:00,15,25,0,No Answer,Genesys,1
C0245704,L102457,AE08,2026-06-17 18:00:00,13,517,1,Connected - Discovery,Genesys,0
C0245800,L102458,SDR01,2026-06-30 17:00:00,12,348,1,Connected - Follow-up,Manual,0
C0245801,L102458,SDR01,2026-06-28 08:00:00,3,256,1,Connected - Discovery,Manual,1
C0245802,L102458,AE06,2026-06-26 14:00:00,9,157,1,Connected - Discovery,Genesys,0
C0245900,L102459,SDR02,2026-05-29 21:00:00,16,450,1,Connected - Discovery,Genesys,0
C0245901,L102459,SDR02,2026-05-24 20:00:00,15,62,1,Connected - Demo Scheduled,Genesys,0
C0246000,L102460,SDR02,2026-01-24 18:00:00,13,195,1,Connected - Discovery,Genesys,0
C0246001,L102460,SDR02,2026-01-26 19:00:00,14,147,1,Connected - Demo Scheduled,Genesys,0
C0246002,L102460,AE02,2026-01-31 16:00:00,11,332,1,Connected - Discovery,Manual,0
C0246100,L102461,SDR01,2026-06-06 14:00:00,8,25,0,Wrong Number,Genesys,0
C0246101,L102461,SDR01,2026-05-30 13:00:00,7,10,0,No Answer,Manual,0
C0246200,L102462,SDR02,2026-05-19 14:00:00,9,41,0,Busy,Manual,0
C0246201,L102462,SDR02,2026-05-19 20:00:00,15,20,0,No Answer,Genesys,0
C0246202,L102462,AE05,2026-05-06 08:00:00,3,242,1,Connected - Discovery,Manual,0
C0246300,L102463,SDR01,2026-04-11 13:00:00,8,15,0,No Answer,Genesys,0
C0246301,L102463,SDR01,2026-04-09 09:00:00,4,21,0,No Answer,Manual,0
C0246400,L102464,SDR01,2026-02-06 15:00:00,9,373,1,Connected - Demo Scheduled,Genesys,0
C0246401,L102464,SDR01,2026-01-31 19:00:00,13,563,1,Connected - Demo Scheduled,Manual,0
C0246402,L102464,AE09,2026-01-28 16:00:00,10,38,0,No Answer,Genesys,0
C0246500,L102465,SDR02,2026-07-01 13:00:00,7,314,1,Connected - Demo Scheduled,Genesys,0
C0246501,L102465,SDR02,2026-07-11 12:00:00,6,15,0,Busy,Genesys,0
C0246502,L102465,AE04,2026-07-13 10:00:00,4,317,1,Connected - Discovery,Manual,1
C0246600,L102466,SDR03,2026-04-01 13:00:00,7,13,0,No Answer,Genesys,0
C0246601,L102466,SDR03,2026-03-24 15:00:00,9,228,1,Connected - Follow-up,Genesys,1
C0246800,L102468,SDR02,2026-02-21 14:00:00,10,40,1,Connected - Demo Scheduled,Genesys,0
C0246801,L102468,SDR02,2026-02-18 08:00:00,4,248,1,Connected - Demo Scheduled,Genesys,1
C0246900,L102469,SDR01,2026-03-22 18:00:00,14,39,0,Voicemail,Manual,0
C0247000,L102470,SDR02,2026-01-12 20:00:00,14,133,1,Connected - Follow-up,Manual,0
C0247100,L102471,SDR01,2026-03-03 09:00:00,3,556,1,Connected - Demo Scheduled,Genesys,0
C0247101,L102471,SDR01,2026-03-11 12:00:00,6,361,1,Connected - Demo Scheduled,Genesys,0
C0247102,L102471,AE09,2026-03-09 08:00:00,2,420,1,Connected - Discovery,Manual,0
C0247103,L102471,AE08,2026-03-08 09:00:00,3,324,1,Connected - Discovery,Genesys,0
C0247200,L102472,SDR01,2026-03-26 08:00:00,3,375,1,Connected - Discovery,Manual,1
C0247201,L102472,SDR01,2026-04-03 12:00:00,7,644,1,Connected - Demo Scheduled,Genesys,1
C0247202,L102472,AE09,2026-04-06 18:00:00,13,490,1,Connected - Demo Scheduled,Genesys,0
C0247300,L102473,SDR02,2026-06-30 19:00:00,14,432,1,Connected - Follow-up,Genesys,0
