activity_id,lead_id,activity_at,activity_type,activity_source,rep_id,duration_minutes
A0194501H,L101945,2026-02-26 10:00:00,call,human,SDR01,1
A0194502H,L101945,2026-02-24 17:00:00,call,human,AE03,6
A0194503H,L101945,2026-02-21 14:00:00,call,human,AE06,1
A01945X00,L101945,2026-02-25 18:00:00,meeting,human,AE05,19
A01945X01,L101945,2026-03-02 08:00:00,note,human,AE03,25
A01945X02,L101945,2026-03-11 15:00:00,whatsapp,human,AE02,13
A0194600H,L101946,2026-06-21 09:00:00,call,human,SDR02,1
A0194601H,L101946,2026-06-12 10:00:00,call,human,SDR02,1
A01946X00,L101946,2026-06-16 16:00:00,email,human,AE01,44
A0194700H,L101947,2026-01-22 08:00:00,call,human,SDR02,1
A0194701H,L101947,2026-01-24 14:00:00,call,human,SDR02,1
A0194702H,L101947,2026-01-14 18:00:00,call,human,AE08,9
A0194703H,L101947,2026-01-15 16:00:00,call,human,AE08,6
A01947X00,L101947,2026-01-16 12:00:00,email,human,AE07,9
A01947X01,L101947,2026-01-22 16:00:00,email,human,AE07,5
A01947X02,L101947,2026-01-28 10:00:00,meeting,human,AE09,60
A01947X03,L101947,2026-01-16 13:00:00,whatsapp,human,AE07,21
A0194800B,L101948,2026-03-13 22:00:00,email,system,,0
A0194800H,L101948,2026-03-19 14:00:00,call,human,SDR01,1
A0194801H,L101948,2026-03-14 12:00:00,call,human,SDR01,1
A01948X00,L101948,2026-03-31 09:00:00,meeting,human,AE03,29
A01948X01,L101948,2026-03-21 19:00:00,note,human,AE01,31
A0194900B,L101949,2026-03-25 13:00:00,email,system,,0
A0194900H,L101949,2026-03-26 08:00:00,call,human,SDR02,1
A0194901H,L101949,2026-03-25 12:00:00,call,human,SDR02,2
A0194902H,L101949,2026-04-02 15:00:00,call,human,AE09,3
A0194903H,L101949,2026-03-30 19:00:00,call,human,AE08,1
A01949X00,L101949,2026-04-12 08:00:00,meeting,human,AE09,19
A01949X01,L101949,2026-04-03 08:00:00,task,human,AE09,47
A0195000B,L101950,2026-05-27 13:00:00,email,system,,0
A0195000H,L101950,2026-05-27 14:00:00,call,human,SDR01,5
A0195001H,L101950,2026-06-03 18:00:00,call,human,SDR01,6
A01950X00,L101950,2026-06-04 19:00:00,whatsapp,human,AE03,53
A01950X01,L101950,2026-05-28 15:00:00,meeting,human,AE06,35
A0195100B,L101951,2026-01-24 14:00:00,email,system,,0
A0195100H,L101951,2026-02-03 17:00:00,call,human,SDR02,1
A0195101H,L101951,2026-02-06 20:00:00,call,human,SDR02,5
A0195102H,L101951,2026-02-04 08:00:00,call,human,AE05,6
A0195103H,L101951,2026-01-25 19:00:00,call,human,AE02,7
A0195104H,L101951,2026-01-28 08:00:00,call,human,AE06,1
A01951X00,L101951,2026-02-02 18:00:00,meeting,human,AE03,59
A0195200B,L101952,2026-03-22 14:00:00,email,bot,SDR01,0
A01952X00,L101952,2026-04-01 12:00:00,whatsapp,human,AE06,33
A01952X01,L101952,2026-03-24 16:00:00,email,human,AE06,22
A01952X02,L101952,2026-03-22 15:00:00,email,human,AE05,46
A0195300H,L101953,2026-02-07 18:00:00,call,human,SDR01,9
A01953X00,L101953,2026-02-13 15:00:00,email,human,AE05,41
A01953X01,L101953,2026-02-05 09:00:00,task,human,AE01,47
A01953X02,L101953,2026-02-14 15:00:00,email,human,AE03,52
A0195400H,L101954,2026-05-28 21:00:00,call,human,SDR01,1
A0195401H,L101954,2026-05-31 14:00:00,call,human,SDR01,1
A01954X00,L101954,2026-06-11 10:00:00,note,human,AE09,8
A01954X01,L101954,2026-06-07 17:00:00,email,human,AE09,37
A01954X02,L101954,2026-05-24 17:00:00,email,human,AE07,34
A0195500H,L101955,2026-05-01 20:00:00,call,human,SDR01,7
A0195501H,L101955,2026-05-01 19:00:00,call,human,SDR01,7
A0195502H,L101955,2026-04-26 13:00:00,call,human,AE08,8
A0195503H,L101955,2026-05-03 17:00:00,call,human,AE08,11
A0195504H,L101955,2026-04-28 16:00:00,call,human,AE08,7
A01955X00,L101955,2026-05-08 14:00:00,task,human,AE07,48
A01955X01,L101955,2026-04-30 14:00:00,email,human,AE09,51
A0195600B,L101956,2026-04-02 05:00:00,task,system,,0
A0195600H,L101956,2026-04-03 21:00:00,call,human,SDR02,8
A0195601H,L101956,2026-04-12 20:00:00,call,human,SDR02,1
A01956X00,L101956,2026-03-31 16:00:00,email,human,AE07,19
A01956X01,L101956,2026-04-17 11:00:00,email,human,AE07,12
A01956X02,L101956,2026-04-13 15:00:00,whatsapp,human,AE08,12
A0195700H,L101957,2026-03-22 10:00:00,call,human,SDR03,3
A0195701H,L101957,2026-03-13 08:00:00,call,human,SDR03,5
A0195702H,L101957,2026-03-19 10:00:00,call,human,AE04,1
A01958X00,L101958,2026-02-04 14:00:00,email,human,AE08,8
A01958X01,L101958,2026-02-05 13:00:00,email,human,AE08,16
A0195900B,L101959,2026-06-17 18:00:00,whatsapp,system,,0
A0195901B,L101959,2026-06-18 06:00:00,whatsapp,bot,SDR02,0
A0195900H,L101959,2026-06-26 12:00:00,call,human,SDR02,1
A01959X00,L101959,2026-06-28 17:00:00,email,human,AE02,48
A0196000H,L101960,2026-05-02 16:00:00,call,human,SDR02,7
A0196001H,L101960,2026-05-05 09:00:00,call,human,SDR02,8
A01960X00,L101960,2026-05-10 08:00:00,task,human,AE08,21
A01960X01,L101960,2026-05-13 13:00:00,email,human,AE08,24
A0196100H,L101961,2026-03-07 18:00:00,call,human,SDR02,1
A0196101H,L101961,2026-03-09 13:00:00,call,human,SDR02,1
A01961X00,L101961,2026-03-09 18:00:00,task,human,AE03,40
A01961X01,L101961,2026-03-04 14:00:00,email,human,AE06,8
A01961X02,L101961,2026-03-05 09:00:00,task,human,AE06,11
A0196200B,L101962,2026-03-17 17:00:00,email,system,,0
A0196201B,L101962,2026-03-16 23:00:00,task,bot,SDR02,0
A0196200H,L101962,2026-03-20 20:00:00,call,human,SDR02,1
A0196201H,L101962,2026-03-17 19:00:00,call,human,SDR02,1
A0196202H,L101962,2026-03-18 17:00:00,call,human,AE07,6
A0196203H,L101962,2026-03-27 16:00:00,call,human,AE09,10
A01962X00,L101962,2026-04-02 08:00:00,whatsapp,human,AE08,34
A01962X01,L101962,2026-04-01 11:00:00,email,human,AE09,43
A01962X02,L101962,2026-03-25 17:00:00,whatsapp,human,AE09,28
A01962X03,L101962,2026-03-28 14:00:00,email,human,AE07,43
A0196300H,L101963,2026-05-20 21:00:00,call,human,SDR01,1
A0196301H,L101963,2026-05-22 16:00:00,call,human,SDR01,5
A0196302H,L101963,2026-05-16 19:00:00,call,human,AE06,8
A0196303H,L101963,2026-05-25 14:00:00,call,human,AE02,2
A0196304H,L101963,2026-05-19 12:00:00,call,human,AE03,1
A01963X00,L101963,2026-05-14 11:00:00,whatsapp,human,AE02,48
A01963X01,L101963,2026-05-26 10:00:00,task,human,AE02,40
A0196400H,L101964,2026-05-12 20:00:00,call,human,SDR01,5
A0196401H,L101964,2026-05-11 13:00:00,call,human,SDR01,5
A0196402H,L101964,2026-05-13 18:00:00,call,human,AE01,1
A0196403H,L101964,2026-05-15 17:00:00,call,human,AE03,1
A0196404H,L101964,2026-05-14 10:00:00,call,human,AE06,6
A0196405H,L101964,2026-05-23 09:00:00,call,human,AE04,1
A0196500B,L101965,2026-03-27 07:00:00,whatsapp,bot,SDR03,0
A0196501B,L101965,2026-03-25 08:00:00,email,bot,SDR03,0
A0196502B,L101965,2026-03-27 11:00:00,email,bot,SDR03,0
A0196500H,L101965,2026-03-25 11:00:00,call,human,SDR03,1
A0196501H,L101965,2026-04-04 13:00:00,call,human,SDR03,1
A0196502H,L101965,2026-03-26 08:00:00,call,human,AE07,6
A01965X00,L101965,2026-04-08 19:00:00,whatsapp,human,AE08,36
A0196600B,L101966,2026-02-27 06:00:00,task,system,,0
A0196601B,L101966,2026-02-25 11:00:00,task,bot,SDR02,0
A0196600H,L101966,2026-03-05 09:00:00,call,human,SDR02,4
A0196700B,L101967,2026-04-30 15:00:00,whatsapp,bot,SDR04,0
A0196701B,L101967,2026-05-02 23:00:00,email,system,,0
A0196700H,L101967,2026-05-03 20:00:00,call,human,SDR04,6
A01967X00,L101967,2026-05-18 11:00:00,email,human,AE04,20
A01967X01,L101967,2026-05-01 19:00:00,whatsapp,human,AE04,53
A01967X02,L101967,2026-05-12 12:00:00,task,human,AE06,18
A01967X03,L101967,2026-05-19 12:00:00,task,human,AE02,36
A0196800B,L101968,2026-05-02 04:00:00,email,system,,0
A0196800H,L101968,2026-05-11 19:00:00,call,human,SDR02,1
A01968X00,L101968,2026-05-06 16:00:00,email,human,AE08,6
A01968X01,L101968,2026-05-09 19:00:00,meeting,human,AE09,19
A0196900H,L101969,2026-04-19 09:00:00,call,human,SDR01,1
A0196901H,L101969,2026-04-28 12:00:00,call,human,SDR01,5
A0197000B,L101970,2026-01-16 20:00:00,whatsapp,system,,0
A01970X00,L101970,2026-01-24 08:00:00,note,human,AE02,5
A0197100H,L101971,2026-04-05 19:00:00,call,human,SDR02,3
A01971X00,L101971,2026-04-06 14:00:00,meeting,human,AE05,10
A0197200B,L101972,2026-04-24 19:00:00,whatsapp,bot,SDR02,0
A0197201B,L101972,2026-04-22 19:00:00,whatsapp,bot,SDR02,0
A0197202B,L101972,2026-04-25 21:00:00,whatsapp,system,,0
A0197200H,L101972,2026-04-23 08:00:00,call,human,SDR02,5
A0197201H,L101972,2026-04-24 09:00:00,call,human,SDR02,1
A01972X00,L101972,2026-04-23 17:00:00,task,human,AE04,43
A01972X01,L101972,2026-04-28 09:00:00,email,human,AE02,9
A01972X02,L101972,2026-05-01 16:00:00,task,human,AE03,36
A0197300B,L101973,2026-06-21 02:00:00,whatsapp,system,,0
A0197300H,L101973,2026-06-28 15:00:00,call,human,SDR02,6
A0197301H,L101973,2026-07-02 12:00:00,call,human,SDR02,5
A01973X00,L101973,2026-06-25 12:00:00,note,human,AE04,56
A01973X01,L101973,2026-06-30 11:00:00,email,human,AE01,11
A01973X02,L101973,2026-06-26 08:00:00,task,human,AE04,18
A01973X03,L101973,2026-06-25 14:00:00,task,human,AE03,10
A0197400B,L101974,2026-04-06 15:00:00,email,system,,0
A0197401B,L101974,2026-04-09 10:00:00,whatsapp,bot,SDR01,0
A0197402B,L101974,2026-04-07 06:00:00,task,bot,SDR01,0
A0197400H,L101974,2026-04-18 13:00:00,call,human,SDR01,5
A0197401H,L101974,2026-04-13 10:00:00,call,human,SDR01,6
A0197402H,L101974,2026-04-09 10:00:00,call,human,AE07,7
A0197403H,L101974,2026-04-10 08:00:00,call,human,AE08,5
A01974X00,L101974,2026-04-06 12:00:00,meeting,human,AE09,13
A01974X01,L101974,2026-04-14 19:00:00,task,human,AE07,14
A0197500B,L101975,2026-03-06 01:00:00,whatsapp,system,,0
A0197500H,L101975,2026-03-11 11:00:00,call,human,SDR01,1
A0197501H,L101975,2026-03-14 18:00:00,call,human,SDR01,8
A0197502H,L101975,2026-03-12 19:00:00,call,human,AE08,5
A01975X00,L101975,2026-03-21 19:00:00,email,human,AE07,37
A01975X01,L101975,2026-03-05 17:00:00,email,human,AE07,36
A01975X02,L101975,2026-03-23 09:00:00,note,human,AE08,52
A0197600B,L101976,2026-04-13 16:00:00,email,bot,SDR01,0
A0197601B,L101976,2026-04-11 22:00:00,task,bot,SDR01,0
A0197600H,L101976,2026-04-18 17:00:00,call,human,SDR01,1
A01976X00,L101976,2026-04-23 11:00:00,task,human,AE03,52
A01976X01,L101976,2026-04-30 19:00:00,meeting,human,AE03,42
A01976X02,L101976,2026-04-23 18:00:00,note,human,AE04,28
A0197700B,L101977,2026-02-04 07:00:00,email,bot,SDR02,0
A0197701B,L101977,2026-02-02 16:00:00,email,system,,0
A0197702B,L101977,2026-02-03 06:00:00,whatsapp,bot,SDR02,0
A0197800B,L101978,2026-01-19 11:00:00,email,bot,SDR02,0
A0197801B,L101978,2026-01-17 17:00:00,task,system,,0
A0197800H,L101978,2026-01-18 18:00:00,call,human,SDR02,6
A0197801H,L101978,2026-01-17 18:00:00,call,human,SDR02,5
A01978X00,L101978,2026-01-17 15:00:00,email,human,AE06,34
A0197900B,L101979,2026-05-04 10:00:00,task,bot,SDR04,0
A0197901B,L101979,2026-05-04 13:00:00,whatsapp,bot,SDR04,0
A0197900H,L101979,2026-05-15 10:00:00,call,human,SDR04,1
A0197901H,L101979,2026-05-13 18:00:00,call,human,SDR04,7
A0197902H,L101979,2026-05-12 21:00:00,call,human,AE08,7
A0197903H,L101979,2026-05-04 08:00:00,call,human,AE08,9
A0197904H,L101979,2026-05-13 10:00:00,call,human,AE08,9
A0197905H,L101979,2026-05-14 09:00:00,call,human,AE08,1
A0197906H,L101979,2026-05-11 12:00:00,call,human,AE07,1
A01979X00,L101979,2026-05-08 18:00:00,whatsapp,human,AE09,38
A01979X01,L101979,2026-05-21 11:00:00,task,human,AE08,10
A0198000B,L101980,2026-06-30 00:00:00,email,system,,0
A0198001B,L101980,2026-06-30 15:00:00,whatsapp,bot,SDR01,0
A0198000H,L101980,2026-06-28 16:00:00,call,human,SDR01,8
A0198001H,L101980,2026-06-30 18:00:00,call,human,SDR01,6
A0198002H,L101980,2026-07-03 10:00:00,call,human,AE06,7
A0198003H,L101980,2026-07-10 08:00:00,call,human,AE03,9
A01980X00,L101980,2026-07-13 19:00:00,task,human,AE05,55
A01980X01,L101980,2026-07-03 12:00:00,email,human,AE03,21
A01980X02,L101980,2026-07-15 09:00:00,email,human,AE02,13
A01980X03,L101980,2026-07-16 15:00:00,whatsapp,human,AE02,19
A0198100B,L101981,2026-06-06 05:00:00,whatsapp,bot,SDR02,0
A0198101B,L101981,2026-06-05 19:00:00,task,bot,SDR02,0
A0198102B,L101981,2026-06-05 17:00:00,email,bot,SDR02,0
A0198100H,L101981,2026-06-04 10:00:00,call,human,SDR02,5
A01981X00,L101981,2026-06-22 15:00:00,email,human,AE03,7
A0198200H,L101982,2026-04-23 20:00:00,call,human,SDR02,7
A0198201H,L101982,2026-04-19 08:00:00,call,human,SDR02,6
A0198202H,L101982,2026-04-28 17:00:00,call,human,AE09,7
A0198203H,L101982,2026-04-22 14:00:00,call,human,AE08,1
A0198204H,L101982,2026-04-25 16:00:00,call,human,AE08,8
A01982X00,L101982,2026-04-30 08:00:00,email,human,AE09,21
A01982X01,L101982,2026-04-18 09:00:00,whatsapp,human,AE09,33
A01982X02,L101982,2026-04-27 09:00:00,email,human,AE07,54
A01982X03,L101982,2026-04-21 11:00:00,task,human,AE07,41
A0198300B,L101983,2026-01-10 07:00:00,email,bot,SDR02,0
A0198300H,L101983,2026-01-11 20:00:00,call,human,SDR02,8
A0198301H,L101983,2026-01-20 20:00:00,call,human,SDR02,7
A0198400B,L101984,2026-07-01 20:00:00,task,system,,0
A0198401B,L101984,2026-06-30 09:00:00,email,bot,SDR02,0
A0198402B,L101984,2026-06-30 17:00:00,task,bot,SDR02,0
A0198400H,L101984,2026-07-10 09:00:00,call,human,SDR02,6
A0198401H,L101984,2026-07-03 16:00:00,call,human,SDR02,1
A01984X00,L101984,2026-07-03 12:00:00,whatsapp,human,AE05,60
A0198500B,L101985,2026-03-23 16:00:00,whatsapp,bot,SDR01,0
A0198501B,L101985,2026-03-23 23:00:00,whatsapp,system,,0
A0198502B,L101985,2026-03-25 22:00:00,email,bot,SDR01,0
A0198500H,L101985,2026-03-24 19:00:00,call,human,SDR01,6
A0198600B,L101986,2026-02-23 02:00:00,whatsapp,bot,SDR01,0
A0198600H,L101986,2026-02-28 18:00:00,call,human,SDR01,5
A01986X00,L101986,2026-02-27 10:00:00,task,human,AE06,33
A01986X01,L101986,2026-03-03 14:00:00,task,human,AE06,43
A01986X02,L101986,2026-02-23 14:00:00,whatsapp,human,AE06,55
A0198700B,L101987,2026-06-14 01:00:00,task,bot,SDR01,0
A0198701B,L101987,2026-06-11 15:00:00,whatsapp,bot,SDR01,0
A0198700H,L101987,2026-06-16 13:00:00,call,human,SDR01,8
A01987X00,L101987,2026-06-24 14:00:00,task,human,AE01,57
A01987X01,L101987,2026-06-11 14:00:00,email,human,AE05,11
A01987X02,L101987,2026-06-29 19:00:00,note,human,AE04,50
A0198800B,L101988,2026-05-18 13:00:00,whatsapp,bot,SDR02,0
A0198900B,L101989,2026-05-17 02:00:00,task,system,,0
A0198901B,L101989,2026-05-16 15:00:00,whatsapp,bot,SDR01,0
A0198900H,L101989,2026-05-18 17:00:00,call,human,SDR01,6
A0198901H,L101989,2026-05-21 09:00:00,call,human,SDR01,1
A0198902H,L101989,2026-05-16 14:00:00,call,human,AE03,6
A01989X00,L101989,2026-05-29 15:00:00,email,human,AE04,20
A01989X01,L101989,2026-05-27 11:00:00,email,human,AE03,35
A01989X02,L101989,2026-05-21 14:00:00,task,human,AE04,37
A0199000B,L101990,2026-02-21 08:00:00,email,bot,SDR01,0
A0199001B,L101990,2026-02-22 11:00:00,email,bot,SDR01,0
A0199000H,L101990,2026-03-05 18:00:00,call,human,SDR01,8
A0199001H,L101990,2026-02-25 09:00:00,call,human,SDR01,6
A01990X00,L101990,2026-02-28 14:00:00,email,human,AE05,39
A0199100B,L101991,2026-07-01 22:00:00,whatsapp,bot,SDR01,0
A0199101B,L101991,2026-06-29 22:00:00,task,bot,SDR01,0
A0199200B,L101992,2026-03-26 14:00:00,task,bot,SDR01,0
A0199201B,L101992,2026-03-23 09:00:00,whatsapp,bot,SDR01,0
A0199200H,L101992,2026-04-02 10:00:00,call,human,SDR01,1
A0199201H,L101992,2026-03-23 21:00:00,call,human,SDR01,5
A0199202H,L101992,2026-03-23 12:00:00,call,human,AE01,4
A0199203H,L101992,2026-03-24 20:00:00,call,human,AE05,2
A0199204H,L101992,2026-03-28 08:00:00,call,human,AE04,1
A01992X00,L101992,2026-04-02 10:00:00,email,human,AE04,34
A0199300B,L101993,2026-04-10 00:00:00,whatsapp,system,,0
A0199300H,L101993,2026-04-18 17:00:00,call,human,SDR03,1
A0199301H,L101993,2026-04-15 16:00:00,call,human,SDR03,1
A01993X00,L101993,2026-04-21 17:00:00,task,human,AE02,30
A01993X01,L101993,2026-04-23 19:00:00,meeting,human,AE01,53
A01993X02,L101993,2026-04-08 08:00:00,email,human,AE06,34
A0199400B,L101994,2026-05-18 02:00:00,email,system,,0
A0199400H,L101994,2026-05-24 10:00:00,call,human,SDR01,1
A0199401H,L101994,2026-05-26 19:00:00,call,human,SDR01,9
A0199402H,L101994,2026-05-21 20:00:00,call,human,AE09,11
A0199403H,L101994,2026-05-21 11:00:00,call,human,AE08,11
A0199404H,L101994,2026-05-29 08:00:00,call,human,AE09,1
A01994X00,L101994,2026-05-17 13:00:00,email,human,AE07,60
A0199500B,L101995,2026-05-03 19:00:00,task,system,,0
A0199501B,L101995,2026-05-03 22:00:00,whatsapp,bot,SDR01,0
A0199502B,L101995,2026-05-01 15:00:00,task,system,,0
A0199500H,L101995,2026-05-11 14:00:00,call,human,SDR01,8
A0199501H,L101995,2026-05-06 16:00:00,call,human,SDR01,5
A0199502H,L101995,2026-05-02 16:00:00,call,human,AE04,8
A0199503H,L101995,2026-05-11 16:00:00,call,human,AE02,5
A0199504H,L101995,2026-05-06 08:00:00,call,human,AE03,1
A0199600B,L101996,2026-02-02 07:00:00,task,system,,0
A0199600H,L101996,2026-02-05 09:00:00,call,human,SDR02,5
A0199601H,L101996,2026-02-11 16:00:00,call,human,SDR02,6
A0199602H,L101996,2026-02-11 11:00:00,call,human,AE08,9
A01996X00,L101996,2026-02-04 11:00:00,note,human,AE09,29
A01996X01,L101996,2026-02-08 11:00:00,meeting,human,AE07,34
A01996X02,L101996,2026-02-05 17:00:00,meeting,human,AE09,20
A0199700B,L101997,2026-02-25 08:00:00,email,system,,0
A0199700H,L101997,2026-02-26 11:00:00,call,human,SDR01,1
A0199701H,L101997,2026-02-25 08:00:00,call,human,SDR01,5
A0199702H,L101997,2026-02-25 18:00:00,call,human,AE05,1
A01997X00,L101997,2026-02-26 14:00:00,task,human,AE05,58
A01997X01,L101997,2026-03-07 08:00:00,email,human,AE05,14
A01997X02,L101997,2026-02-28 19:00:00,note,human,AE03,30
A0199800B,L101998,2026-03-08 08:00:00,email,bot,SDR01,0
A0199801B,L101998,2026-03-08 16:00:00,whatsapp,bot,SDR01,0
A0199802B,L101998,2026-03-09 09:00:00,task,bot,SDR01,0
A0199800H,L101998,2026-03-19 16:00:00,call,human,SDR01,5
A0199801H,L101998,2026-03-18 14:00:00,call,human,SDR01,7
A0199802H,L101998,2026-03-14 09:00:00,call,human,AE04,1
A0199900B,L101999,2026-06-23 18:00:00,whatsapp,bot,SDR02,0
A0199901B,L101999,2026-06-21 22:00:00,task,bot,SDR02,0
A0199900H,L101999,2026-07-01 14:00:00,call,human,SDR02,9
A0199901H,L101999,2026-06-26 18:00:00,call,human,SDR02,1
A0200000B,L102000,2026-05-11 09:00:00,email,bot,SDR02,0
A0200000H,L102000,2026-05-18 19:00:00,call,human,SDR02,4
A0200001H,L102000,2026-05-11 08:00:00,call,human,SDR02,1
A0200002H,L102000,2026-05-21 10:00:00,call,human,AE01,1
A0200003H,L102000,2026-05-14 21:00:00,call,human,AE02,1
A0200004H,L102000,2026-05-18 17:00:00,call,human,AE04,4
A02000X00,L102000,2026-05-17 19:00:00,meeting,human,AE03,8
A02000X01,L102000,2026-05-23 09:00:00,task,human,AE06,49
A02000X02,L102000,2026-05-20 10:00:00,task,human,AE02,46
A02000X03,L102000,2026-05-16 09:00:00,email,human,AE03,9
A0200100B,L102001,2026-03-09 18:00:00,whatsapp,system,,0
A0200101B,L102001,2026-03-09 22:00:00,email,bot,SDR01,0
A0200100H,L102001,2026-03-12 08:00:00,call,human,SDR01,1
A0200101H,L102001,2026-03-17 17:00:00,call,human,SDR01,6
A0200200B,L102002,2026-05-14 09:00:00,task,bot,SDR01,0
A0200201B,L102002,2026-05-15 12:00:00,task,bot,SDR01,0
A0200202B,L102002,2026-05-13 03:00:00,task,bot,SDR01,0
A0200200H,L102002,2026-05-18 16:00:00,call,human,SDR01,4
A0200201H,L102002,2026-05-19 10:00:00,call,human,SDR01,4
A02002X00,L102002,2026-05-18 19:00:00,email,human,AE03,51
A02002X01,L102002,2026-05-29 13:00:00,meeting,human,AE03,23
A0200300B,L102003,2026-05-14 12:00:00,whatsapp,system,,0
A0200300H,L102003,2026-05-17 11:00:00,call,human,SDR02,1
A0200400B,L102004,2026-03-16 17:00:00,whatsapp,bot,SDR02,0
A0200400H,L102004,2026-03-17 14:00:00,call,human,SDR02,1
A0200401H,L102004,2026-03-24 14:00:00,call,human,SDR02,4
A02004X00,L102004,2026-03-25 19:00:00,whatsapp,human,AE01,20
A02004X01,L102004,2026-03-23 15:00:00,meeting,human,AE05,43
A0200500B,L102005,2026-03-17 06:00:00,task,bot,SDR02,0
A0200501B,L102005,2026-03-14 23:00:00,task,bot,SDR02,0
A0200502B,L102005,2026-03-15 18:00:00,whatsapp,system,,0
A0200500H,L102005,2026-03-20 20:00:00,call,human,SDR02,1
A02005X00,L102005,2026-04-02 19:00:00,whatsapp,human,AE03,56
A02005X01,L102005,2026-03-28 15:00:00,email,human,AE06,42
A02005X02,L102005,2026-03-20 19:00:00,whatsapp,human,AE03,18
A0200600B,L102006,2026-06-11 16:00:00,task,bot,SDR01,0
A0200601B,L102006,2026-06-13 22:00:00,whatsapp,bot,SDR01,0
A0200602B,L102006,2026-06-14 03:00:00,task,bot,SDR01,0
A0200600H,L102006,2026-06-20 11:00:00,call,human,SDR01,1
A0200601H,L102006,2026-06-22 20:00:00,call,human,SDR01,5
A02006X00,L102006,2026-06-20 11:00:00,note,human,AE03,31
A0200700B,L102007,2026-04-15 09:00:00,email,bot,SDR01,0
A0200701B,L102007,2026-04-12 13:00:00,email,bot,SDR01,0
A0200700H,L102007,2026-04-22 14:00:00,call,human,SDR01,6
A0200701H,L102007,2026-04-21 19:00:00,call,human,SDR01,1
A0200702H,L102007,2026-04-25 18:00:00,call,human,AE04,1
A02007X00,L102007,2026-04-30 13:00:00,note,human,AE06,54
A0200800B,L102008,2026-01-30 03:00:00,task,bot,SDR02,0
A0200801B,L102008,2026-01-31 16:00:00,email,bot,SDR02,0
A0200800H,L102008,2026-02-03 08:00:00,call,human,SDR02,3
A02008X00,L102008,2026-01-30 10:00:00,note,human,AE02,43
A02008X01,L102008,2026-02-07 19:00:00,task,human,AE06,54
A02008X02,L102008,2026-02-01 14:00:00,meeting,human,AE05,42
A0200900B,L102009,2026-05-13 00:00:00,task,system,,0
A0200901B,L102009,2026-05-13 19:00:00,whatsapp,bot,SDR02,0
A0200902B,L102009,2026-05-13 11:00:00,task,system,,0
A0200900H,L102009,2026-05-21 16:00:00,call,human,SDR02,1
A0200901H,L102009,2026-05-24 15:00:00,call,human,SDR02,4
A0200902H,L102009,2026-05-24 17:00:00,call,human,AE05,8
A0200903H,L102009,2026-05-24 12:00:00,call,human,AE02,1
A02009X00,L102009,2026-05-23 12:00:00,note,human,AE06,36
A02009X01,L102009,2026-05-13 13:00:00,email,human,AE01,29
A02009X02,L102009,2026-05-27 08:00:00,note,human,AE03,50
A02009X03,L102009,2026-05-26 18:00:00,task,human,AE05,23
A0201000B,L102010,2026-04-17 19:00:00,email,bot,SDR02,0
A0201000H,L102010,2026-04-26 20:00:00,call,human,SDR02,5
A02010X00,L102010,2026-04-24 08:00:00,meeting,human,AE04,26
A02010X01,L102010,2026-05-05 10:00:00,note,human,AE04,13
A0201100B,L102011,2026-04-06 02:00:00,email,bot,SDR02,0
A0201100H,L102011,2026-04-07 13:00:00,call,human,SDR02,5
A0201101H,L102011,2026-04-03 19:00:00,call,human,SDR02,1
A0201102H,L102011,2026-04-12 18:00:00,call,human,AE06,7
A0201103H,L102011,2026-04-14 13:00:00,call,human,AE06,1
A02011X00,L102011,2026-04-16 18:00:00,email,human,AE06,55
A0201200B,L102012,2026-05-15 22:00:00,email,bot,SDR02,0
A02012X00,L102012,2026-05-21 11:00:00,email,human,AE04,37
A02012X01,L102012,2026-05-29 09:00:00,note,human,AE04,39
A02012X02,L102012,2026-05-25 15:00:00,email,human,AE03,18
A0201300B,L102013,2026-06-14 07:00:00,task,system,,0
A0201300H,L102013,2026-06-19 13:00:00,call,human,SDR02,3
A0201301H,L102013,2026-06-18 20:00:00,call,human,SDR02,4
A0201302H,L102013,2026-06-20 13:00:00,call,human,AE03,1
A02013X00,L102013,2026-06-28 16:00:00,whatsapp,human,AE05,9
A0201400B,L102014,2026-03-01 19:00:00,email,system,,0
A0201401B,L102014,2026-03-04 02:00:00,task,bot,SDR01,0
A0201402B,L102014,2026-03-01 23:00:00,email,bot,SDR01,0
A0201400H,L102014,2026-03-12 21:00:00,call,human,SDR01,3
A0201401H,L102014,2026-03-01 15:00:00,call,human,SDR01,6
A02014X00,L102014,2026-03-05 14:00:00,task,human,AE02,59
A02014X01,L102014,2026-03-20 16:00:00,email,human,AE04,18
A02014X02,L102014,2026-03-13 08:00:00,task,human,AE01,38
A02014X03,L102014,2026-03-10 11:00:00,email,human,AE06,29
A0201500B,L102015,2026-03-17 16:00:00,whatsapp,system,,0
A0201500H,L102015,2026-03-22 15:00:00,call,human,SDR02,5
A0201501H,L102015,2026-03-17 15:00:00,call,human,SDR02,7
A0201502H,L102015,2026-03-30 15:00:00,call,human,AE06,9
A02015X00,L102015,2026-03-20 11:00:00,whatsapp,human,AE01,40
A02015X01,L102015,2026-03-29 16:00:00,task,human,AE06,44
A0201600B,L102016,2026-02-06 02:00:00,task,bot,SDR01,0
A0201601B,L102016,2026-02-04 18:00:00,task,bot,SDR01,0
A0201600H,L102016,2026-02-12 20:00:00,call,human,SDR01,2
A0201601H,L102016,2026-02-13 16:00:00,call,human,SDR01,5
A02016X00,L102016,2026-02-06 12:00:00,email,human,AE03,35
