lead_id,bot_variant,first_bot_touch_at,first_touch_local_hour,after_hours_flag,num_messages_sent,replied_flag,meeting_booked_by_bot_flag,handoff_to_rep_delay_minutes
L101269,Periskope-A,2026-06-12 14:00:00,8,0,2,0,0,76
L101270,Periskope-A,2026-06-07 11:00:00,5,1,9,0,0,69
L101272,Periskope-B,2026-05-03 13:00:00,8,0,2,0,0,22
L101273,Periskope-A,2026-01-16 18:00:00,13,0,3,0,0,38
L101274,Periskope-A,2026-05-04 02:00:00,20,1,8,0,0,140
L101275,Periskope-B,2026-03-05 11:00:00,5,1,7,1,1,5
L101277,Periskope-A,2026-05-11 09:00:00,5,1,5,0,0,51
L101278,Periskope-B,2026-03-18 20:00:00,16,0,8,0,0,83
L101282,Periskope-B,2026-04-26 00:00:00,18,0,9,0,0,265
L101284,Periskope-B,2026-05-23 19:00:00,13,0,5,0,0,31
L101286,Periskope-B,2026-04-07 11:00:00,5,1,2,1,0,29
L101287,Periskope-A,2026-01-27 14:00:00,8,0,2,0,0,23
L101289,Periskope-B,2026-04-17 17:00:00,12,0,4,1,0,34
L101291,Periskope-A,2026-07-02 10:00:00,6,1,9,0,0,17
L101292,Periskope-A,2026-06-04 14:00:00,9,0,5,0,0,18
L101293,Periskope-B,2026-05-09 12:00:00,6,1,8,0,0,73
L101294,Periskope-B,2026-05-15 15:00:00,10,0,4,1,0,198
L101295,Periskope-A,2026-04-19 07:00:00,2,1,5,0,0,30
L101296,Periskope-A,2026-01-12 00:00:00,18,0,4,0,0,75
L101297,Periskope-A,2026-03-14 06:00:00,1,1,2,0,0,74
L101298,Periskope-B,2026-04-02 07:00:00,2,1,2,1,1,69
L101299,Periskope-A,2026-06-15 10:00:00,5,1,2,0,0,24
L101305,Periskope-A,2026-03-10 22:00:00,16,0,8,1,1,15
L101306,Periskope-A,2026-01-15 07:00:00,1,1,8,1,1,88
L101307,Periskope-A,2026-01-13 15:00:00,10,0,7,1,0,51
L101308,Periskope-B,2026-03-07 10:00:00,6,1,3,1,0,5
L101310,Periskope-A,2026-04-11 19:00:00,15,0,7,1,0,65
L101312,Periskope-A,2026-02-25 10:00:00,5,1,2,0,0,124
L101313,Periskope-B,2026-03-24 19:00:00,13,0,6,1,1,68
L101314,Periskope-B,2026-06-26 22:00:00,17,0,8,1,0,18
L101315,Periskope-A,2026-04-26 05:00:00,0,1,9,1,1,6
L101316,Periskope-B,2026-06-09 16:00:00,12,0,8,0,0,44
L101317,Periskope-B,2026-03-05 07:00:00,2,1,4,0,0,5
L101318,Periskope-A,2026-03-25 18:00:00,14,0,9,0,0,93
L101319,Periskope-A,2026-03-18 19:00:00,14,0,2,0,0,42
L101321,Periskope-B,2026-06-23 20:00:00,14,0,3,0,0,173
L101322,Periskope-A,2026-06-25 06:00:00,1,1,8,0,0,158
L101323,Periskope-A,2026-05-17 22:00:00,16,0,8,0,0,77
L101325,Periskope-B,2026-04-08 18:00:00,12,0,9,0,0,267
L101327,Periskope-A,2026-02-21 21:00:00,15,0,5,0,0,81
L101328,Periskope-B,2026-03-04 21:00:00,16,0,4,0,0,35
L101329,Periskope-B,2026-06-13 08:00:00,2,1,7,0,0,122
L101332,Periskope-A,2026-04-12 17:00:00,11,0,5,0,0,44
L101333,Periskope-A,2026-03-02 23:00:00,18,0,3,1,1,78
L101335,Periskope-B,2026-06-15 03:00:00,23,1,5,0,0,79
L101336,Periskope-A,2026-02-25 00:00:00,18,0,9,1,1,5
L101337,Periskope-A,2026-04-08 11:00:00,5,1,2,1,0,92
L101338,Periskope-A,2026-06-30 16:00:00,10,0,5,0,0,58
L101340,Periskope-A,2026-02-11 06:00:00,1,1,9,0,0,28
L101341,Periskope-A,2026-04-17 20:00:00,15,0,4,0,0,80
L101342,Periskope-A,2026-04-25 20:00:00,15,0,5,1,1,105
L101346,Periskope-A,2026-06-06 00:00:00,19,1,7,0,0,5
L101347,Periskope-A,2026-02-14 20:00:00,15,0,9,0,0,108
L101349,Periskope-A,2026-03-02 03:00:00,21,1,4,0,0,92
L101352,Periskope-B,2026-03-05 11:00:00,6,1,6,0,0,132
L101353,Periskope-B,2026-06-10 03:00:00,21,1,9,0,0,98
L101359,Periskope-B,2026-05-25 15:00:00,11,0,9,0,0,94
L101360,Periskope-B,2026-04-16 18:00:00,12,0,5,0,0,5
L101361,Periskope-A,2026-05-24 05:00:00,23,1,9,1,0,102
L101364,Periskope-B,2026-06-06 10:00:00,5,1,9,0,0,5
L101365,Periskope-A,2026-03-30 18:00:00,12,0,5,0,0,53
L101366,Periskope-A,2026-06-22 13:00:00,8,0,6,0,0,75
L101367,Periskope-A,2026-07-01 04:00:00,22,1,2,1,1,5
L101369,Periskope-B,2026-05-04 04:00:00,22,1,4,0,0,72
L101370,Periskope-A,2026-02-18 00:00:00,19,1,9,0,0,32
L101371,Periskope-B,2026-05-28 10:00:00,5,1,4,1,1,24
L101372,Periskope-A,2026-05-04 00:00:00,18,0,5,0,0,5
L101373,Periskope-B,2026-06-14 20:00:00,15,0,3,0,0,5
L101375,Periskope-B,2026-05-23 14:00:00,8,1,8,0,0,286
L101376,Periskope-A,2026-03-29 07:00:00,1,1,5,0,0,5
L101377,Periskope-A,2026-02-03 03:00:00,22,1,8,0,0,72
L101379,Periskope-B,2026-04-13 10:00:00,6,1,2,0,0,50
L101384,Periskope-A,2026-02-28 12:00:00,6,1,8,0,0,68
L101385,Periskope-B,2026-06-22 06:00:00,1,1,3,0,0,176
L101386,Periskope-A,2026-05-23 18:00:00,13,0,2,0,0,61
L101387,Periskope-B,2026-04-03 05:00:00,0,1,9,1,1,14
L101389,Periskope-B,2026-03-22 02:00:00,21,1,9,0,0,32
L101390,Periskope-A,2026-01-28 22:00:00,17,0,6,0,0,9
L101392,Periskope-A,2026-06-19 23:00:00,18,0,6,1,0,78
L101393,Periskope-B,2026-06-25 07:00:00,2,1,8,0,0,93
L101394,Periskope-A,2026-05-14 00:00:00,19,1,2,0,0,29
L101395,Periskope-A,2026-01-20 22:00:00,17,0,2,0,0,5
L101396,Periskope-A,2026-02-24 10:00:00,6,1,3,0,0,126
L101398,Periskope-A,2026-01-10 15:00:00,9,0,4,0,0,142
L101400,Periskope-B,2026-04-14 02:00:00,20,1,7,1,0,51
L101401,Periskope-A,2026-01-13 07:00:00,1,1,5,0,0,36
L101402,Periskope-B,2026-06-29 10:00:00,4,1,2,0,0,236
L101403,Periskope-B,2026-03-26 23:00:00,18,0,8,1,1,56
L101404,Periskope-A,2026-02-17 15:00:00,9,0,8,0,0,5
L101405,Periskope-B,2026-04-05 22:00:00,16,0,4,0,0,15
L101406,Periskope-A,2026-05-24 23:00:00,18,0,6,0,0,20
L101410,Periskope-A,2026-06-06 21:00:00,17,0,8,0,0,100
L101414,Periskope-A,2026-05-22 11:00:00,5,1,4,0,0,52
L101415,Periskope-A,2026-01-11 08:00:00,3,1,6,1,0,5
L101416,Periskope-B,2026-06-14 21:00:00,16,0,3,0,0,218
L101417,Periskope-A,2026-05-08 16:00:00,10,0,7,0,0,99
L101418,Periskope-A,2026-03-24 09:00:00,3,1,5,0,0,37
L101419,Periskope-A,2026-02-08 19:00:00,13,0,5,0,0,99
L101420,Periskope-B,2026-06-27 21:00:00,15,0,6,0,0,5
L101421,Periskope-A,2026-02-26 04:00:00,0,1,6,0,0,149
L101422,Periskope-A,2026-03-30 14:00:00,8,0,3,0,0,41
L101423,Periskope-A,2026-03-13 03:00:00,22,1,3,0,0,129
L101425,Periskope-A,2026-03-19 23:00:00,19,1,8,0,0,92
L101426,Periskope-A,2026-01-30 09:00:00,3,1,5,0,0,62
L101428,Periskope-A,2026-02-23 16:00:00,11,0,9,0,0,24
L101431,Periskope-B,2026-06-08 07:00:00,1,1,6,0,0,23
L101432,Periskope-A,2026-01-30 07:00:00,1,1,8,0,0,138
L101433,Periskope-A,2026-01-02 04:00:00,23,1,6,1,1,106
L101435,Periskope-A,2026-04-04 17:00:00,13,0,4,1,1,29
L101438,Periskope-A,2026-01-08 10:00:00,6,1,9,1,1,135
L101440,Periskope-A,2026-03-18 17:00:00,12,0,8,0,0,41
L101442,Periskope-A,2026-04-10 10:00:00,5,1,5,0,0,31
L101443,Periskope-A,2026-05-22 05:00:00,0,1,6,0,0,89
L101444,Periskope-A,2026-03-26 01:00:00,19,1,9,0,0,41
L101445,Periskope-B,2026-06-03 16:00:00,11,0,8,0,0,51
L101446,Periskope-A,2026-04-08 19:00:00,15,0,9,1,0,78
L101447,Periskope-A,2026-02-19 17:00:00,11,0,9,0,0,57
L101448,Periskope-A,2026-02-12 12:00:00,7,1,6,0,0,83
L101449,Periskope-A,2026-03-01 08:00:00,3,1,6,0,0,72
L101451,Periskope-A,2026-02-15 09:00:00,4,1,6,1,1,108
L101453,Periskope-B,2026-03-30 22:00:00,17,0,7,0,0,98
L101454,Periskope-B,2026-06-06 23:00:00,18,0,2,0,0,68
L101456,Periskope-A,2026-03-03 13:00:00,8,0,5,1,0,51
L101458,Periskope-B,2026-05-15 14:00:00,9,0,6,1,0,183
L101461,Periskope-A,2026-06-19 03:00:00,21,1,9,0,0,34
L101462,Periskope-B,2026-03-30 08:00:00,3,1,9,0,0,5
L101463,Periskope-A,2026-01-10 05:00:00,23,1,2,0,0,85
L101464,Periskope-A,2026-03-31 21:00:00,16,0,2,0,0,79
L101467,Periskope-A,2026-05-10 21:00:00,16,0,5,1,0,24
L101468,Periskope-A,2026-02-06 09:00:00,3,1,6,0,0,5
L101471,Periskope-A,2026-01-11 09:00:00,5,1,4,0,0,96
L101472,Periskope-A,2026-02-27 13:00:00,8,1,4,0,0,105
L101473,Periskope-A,2026-01-28 19:00:00,13,0,4,0,0,88
L101475,Periskope-A,2026-06-17 12:00:00,7,1,7,0,0,43
L101476,Periskope-A,2026-01-18 13:00:00,7,1,5,0,0,43
L101479,Periskope-A,2026-02-06 07:00:00,1,1,7,0,0,51
L101480,Periskope-A,2026-05-30 22:00:00,17,0,8,0,0,96
L101482,Periskope-A,2026-01-28 21:00:00,17,0,4,0,0,45
L101483,Periskope-A,2026-01-23 15:00:00,10,0,2,0,0,70
L101484,Periskope-A,2026-05-09 06:00:00,0,1,7,1,0,102
L101485,Periskope-A,2026-04-25 14:00:00,9,0,9,0,0,123
L101486,Periskope-A,2026-03-28 00:00:00,18,0,5,0,0,114
L101487,Periskope-A,2026-02-13 07:00:00,2,1,7,0,0,114
L101488,Periskope-A,2026-01-17 09:00:00,4,1,4,1,0,10
L101489,Periskope-A,2026-04-14 02:00:00,21,1,8,1,0,36
L101491,Periskope-A,2026-04-18 15:00:00,9,0,5,0,0,11
L101493,Periskope-B,2026-06-03 08:00:00,4,1,6,0,0,277
L101494,Periskope-B,2026-03-31 22:00:00,17,0,3,1,0,147
L101495,Periskope-A,2026-01-03 13:00:00,8,1,3,1,1,106
L101497,Periskope-B,2026-06-06 15:00:00,9,0,8,0,0,306
L101498,Periskope-B,2026-04-09 19:00:00,13,0,6,0,0,35
L101499,Periskope-A,2026-04-24 06:00:00,0,1,8,0,0,33
L101502,Periskope-B,2026-06-14 21:00:00,15,0,7,0,0,205
L101504,Periskope-B,2026-07-02 12:00:00,7,1,3,0,0,98
L101506,Periskope-A,2026-02-22 06:00:00,2,1,8,0,0,115
L101509,Periskope-A,2026-06-17 23:00:00,17,0,2,0,0,42
L101510,Periskope-A,2026-04-11 09:00:00,3,1,6,0,0,131
L101511,Periskope-A,2026-03-24 16:00:00,10,0,7,0,0,106
L101512,Periskope-B,2026-06-26 23:00:00,18,0,2,0,0,241
L101513,Periskope-A,2026-04-20 13:00:00,8,0,6,0,0,33
L101514,Periskope-A,2026-06-16 19:00:00,14,0,6,0,0,11
L101515,Periskope-A,2026-06-28 09:00:00,3,1,8,1,0,5
L101516,Periskope-A,2026-01-17 07:00:00,2,1,4,1,1,58
L101517,Periskope-A,2026-03-09 19:00:00,15,0,3,1,0,70
L101519,Periskope-A,2026-05-30 00:00:00,18,0,4,0,0,18
L101520,Periskope-A,2026-01-29 01:00:00,19,1,2,0,0,24
L101522,Periskope-B,2026-04-10 09:00:00,4,1,4,0,0,61
L101525,Periskope-A,2026-04-21 09:00:00,3,1,8,1,1,52
L101526,Periskope-A,2026-02-23 21:00:00,17,0,8,0,0,108
L101527,Periskope-A,2026-02-09 05:00:00,1,1,4,0,0,5
L101528,Periskope-B,2026-04-04 08:00:00,3,1,9,0,0,59
L101529,Periskope-A,2026-03-17 08:00:00,3,1,7,0,0,80
L101531,Periskope-A,2026-02-27 15:00:00,9,0,4,0,0,41
L101532,Periskope-A,2026-06-01 02:00:00,21,1,9,0,0,5
L101534,Periskope-B,2026-06-08 00:00:00,18,0,7,0,0,39
L101535,Periskope-A,2026-01-06 12:00:00,8,1,5,0,0,25
L101536,Periskope-B,2026-05-15 22:00:00,16,0,8,0,0,25
L101538,Periskope-A,2026-03-13 05:00:00,0,1,2,0,0,63
L101539,Periskope-A,2026-01-06 03:00:00,23,1,5,0,0,23
L101540,Periskope-A,2026-05-08 12:00:00,6,1,2,0,0,56
L101543,Periskope-B,2026-05-13 22:00:00,17,0,6,1,0,246
L101544,Periskope-A,2026-06-03 04:00:00,23,1,9,1,1,99
L101545,Periskope-B,2026-05-11 12:00:00,8,1,9,0,0,188
L101546,Periskope-A,2026-02-26 06:00:00,1,1,8,1,1,51
L101548,Periskope-A,2026-06-01 21:00:00,16,0,5,0,0,78
L101549,Periskope-A,2026-02-27 07:00:00,2,1,9,0,0,5
L101550,Periskope-A,2026-01-25 11:00:00,6,1,5,0,0,94
L101551,Periskope-B,2026-06-12 14:00:00,9,0,5,1,0,134
L101552,Periskope-A,2026-01-28 12:00:00,7,1,8,0,0,119
L101553,Periskope-B,2026-04-20 01:00:00,19,1,7,0,0,284
L101554,Periskope-A,2026-02-13 02:00:00,20,1,7,0,0,5
L101555,Periskope-A,2026-01-24 01:00:00,19,1,4,0,0,29
L101558,Periskope-B,2026-05-04 10:00:00,4,1,3,0,0,226
L101559,Periskope-A,2026-05-06 08:00:00,3,1,5,0,0,55
L101561,Periskope-A,2026-02-01 02:00:00,21,1,2,0,0,44
L101563,Periskope-A,2026-04-04 20:00:00,16,0,6,1,1,5
L101565,Periskope-B,2026-06-29 00:00:00,18,0,5,1,0,93
L101567,Periskope-A,2026-01-02 10:00:00,6,1,7,0,0,108
L101568,Periskope-B,2026-06-18 01:00:00,21,1,6,0,0,49
L101569,Periskope-A,2026-01-05 01:00:00,19,1,3,0,0,49
L101571,Periskope-B,2026-07-01 18:00:00,12,0,4,0,0,43
L101572,Periskope-B,2026-04-16 05:00:00,1,1,5,0,0,96
L101573,Periskope-B,2026-04-16 08:00:00,4,1,3,0,0,32
L101576,Periskope-B,2026-04-15 21:00:00,15,0,8,0,0,59
L101577,Periskope-B,2026-06-14 09:00:00,5,1,6,0,0,122
L101578,Periskope-A,2026-01-18 03:00:00,23,1,8,0,0,120
L101579,Periskope-B,2026-06-09 03:00:00,21,1,7,1,0,49
L101580,Periskope-A,2026-03-18 20:00:00,15,0,7,0,0,108
L101581,Periskope-A,2026-04-08 22:00:00,18,0,8,0,0,96
L101582,Periskope-A,2026-01-30 04:00:00,0,1,4,0,0,15
L101584,Periskope-A,2026-02-05 09:00:00,3,1,8,0,0,30
L101586,Periskope-B,2026-05-11 20:00:00,15,0,3,0,0,50
L101589,Periskope-A,2026-04-20 02:00:00,20,1,9,0,0,53
L101590,Periskope-A,2026-01-26 16:00:00,12,0,8,0,0,42
L101592,Periskope-A,2026-03-04 11:00:00,6,1,2,0,0,18
L101593,Periskope-B,2026-05-03 14:00:00,9,0,2,0,0,53
L101594,Periskope-B,2026-06-28 13:00:00,8,0,4,0,0,30
L101596,Periskope-A,2026-02-06 19:00:00,14,0,9,0,0,34
L101597,Periskope-A,2026-01-04 13:00:00,7,1,7,0,0,45
L101599,Periskope-B,2026-04-20 02:00:00,21,1,7,0,0,46
L101601,Periskope-A,2026-02-12 15:00:00,11,0,5,0,0,50
L101603,Periskope-B,2026-06-10 07:00:00,1,1,6,0,0,162
L101604,Periskope-A,2026-06-03 02:00:00,21,1,5,0,0,34
L101606,Periskope-B,2026-04-23 13:00:00,7,1,5,0,0,255
L101609,Periskope-A,2026-04-12 21:00:00,16,0,7,0,0,35
L101611,Periskope-A,2026-03-14 07:00:00,1,1,4,0,0,87
L101612,Periskope-A,2026-05-19 05:00:00,0,1,8,0,0,5
L101615,Periskope-A,2026-05-14 01:00:00,21,1,2,0,0,55
L101616,Periskope-B,2026-05-19 00:00:00,19,1,2,0,0,60
L101617,Periskope-A,2026-04-15 12:00:00,8,0,6,0,0,120
L101618,Periskope-A,2026-02-19 11:00:00,6,1,8,1,1,49
L101620,Periskope-A,2026-05-10 09:00:00,3,1,5,0,0,44
L101621,Periskope-B,2026-06-29 21:00:00,16,0,2,0,0,5
L101622,Periskope-A,2026-01-30 05:00:00,23,1,4,1,0,66
L101623,Periskope-B,2026-03-19 00:00:00,19,1,8,0,0,93
L101625,Periskope-A,2026-04-05 19:00:00,13,0,8,0,0,86
L101626,Periskope-A,2026-06-21 12:00:00,8,0,2,0,0,53
L101627,Periskope-A,2026-01-03 02:00:00,20,1,3,0,0,119
L101631,Periskope-B,2026-04-06 22:00:00,16,0,4,0,0,213
L101632,Periskope-B,2026-03-21 21:00:00,16,0,8,0,0,96
L101634,Periskope-B,2026-06-22 09:00:00,4,1,2,1,0,240
L101635,Periskope-A,2026-01-19 00:00:00,19,1,2,1,0,136
L101636,Periskope-B,2026-05-21 12:00:00,7,1,8,0,0,165
L101638,Periskope-A,2026-05-01 02:00:00,21,1,9,0,0,5
L101643,Periskope-A,2026-01-28 07:00:00,3,1,6,1,0,16
L101645,Periskope-B,2026-06-24 20:00:00,15,0,8,1,0,182
L101648,Periskope-B,2026-05-06 22:00:00,17,0,9,0,0,5
L101650,Periskope-A,2026-06-16 10:00:00,4,1,9,0,0,189
L101651,Periskope-A,2026-06-05 01:00:00,20,1,6,1,0,80
L101653,Periskope-A,2026-06-15 04:00:00,23,1,3,1,1,5
L101654,Periskope-A,2026-02-16 07:00:00,1,1,8,0,0,57
L101655,Periskope-A,2026-02-10 08:00:00,3,1,8,1,0,5
L101656,Periskope-B,2026-03-06 04:00:00,0,1,3,0,0,5
L101658,Periskope-A,2026-06-09 00:00:00,19,1,7,0,0,69
L101659,Periskope-B,2026-05-15 22:00:00,18,0,4,0,0,182
L101660,Periskope-A,2026-04-27 05:00:00,23,1,3,1,1,33
L101662,Periskope-A,2026-04-28 09:00:00,4,1,3,0,0,89
L101665,Periskope-B,2026-04-05 02:00:00,21,1,3,0,0,21
L101669,Periskope-A,2026-05-14 17:00:00,12,0,6,0,0,105
L101671,Periskope-A,2026-05-23 22:00:00,17,0,6,0,0,68
L101672,Periskope-B,2026-06-22 14:00:00,9,0,8,0,0,146
L101675,Periskope-A,2026-01-20 04:00:00,0,1,7,0,0,94
L101676,Periskope-B,2026-05-21 15:00:00,10,0,6,1,0,117
L101677,Periskope-B,2026-06-14 08:00:00,2,1,9,1,1,78
L101678,Periskope-B,2026-05-09 23:00:00,19,1,2,0,0,92
L101679,Periskope-B,2026-06-06 23:00:00,17,0,3,0,0,71
L101680,Periskope-A,2026-06-07 21:00:00,16,0,3,0,0,5
L101681,Periskope-B,2026-05-27 12:00:00,8,1,4,0,0,100
L101682,Periskope-A,2026-04-04 21:00:00,16,0,9,0,0,94
L101683,Periskope-A,2026-01-19 09:00:00,3,1,8,0,0,37
L101684,Periskope-A,2026-01-03 17:00:00,11,0,5,1,1,149
L101686,Periskope-B,2026-03-21 16:00:00,10,0,9,0,0,247
L101687,Periskope-A,2026-05-16 09:00:00,4,1,6,1,0,21
L101692,Periskope-A,2026-06-29 18:00:00,13,0,3,0,0,114
L101693,Periskope-A,2026-03-12 04:00:00,23,1,5,0,0,100
L101694,Periskope-B,2026-05-26 05:00:00,1,1,6,0,0,26
L101695,Periskope-A,2026-05-12 19:00:00,14,0,3,0,0,48
L101698,Periskope-B,2026-04-26 00:00:00,18,0,2,0,0,13
L101700,Periskope-A,2026-04-24 10:00:00,5,1,6,0,0,97
L101701,Periskope-A,2026-02-27 02:00:00,20,1,9,1,0,112
L101702,Periskope-B,2026-03-06 04:00:00,23,1,4,1,0,271
L101703,Periskope-B,2026-04-23 01:00:00,19,1,9,0,0,14
L101709,Periskope-B,2026-04-19 01:00:00,20,1,7,0,0,103
L101710,Periskope-B,2026-04-15 15:00:00,10,0,9,0,0,30
L101714,Periskope-A,2026-01-14 20:00:00,15,0,6,0,0,49
L101715,Periskope-A,2026-02-06 17:00:00,11,0,4,1,1,5
L101716,Periskope-B,2026-03-04 02:00:00,20,1,9,1,1,59
L101717,Periskope-A,2026-03-12 11:00:00,5,1,7,0,0,169
L101720,Periskope-B,2026-05-21 03:00:00,23,1,9,0,0,267
L101723,Periskope-A,2026-01-30 07:00:00,2,1,3,0,0,79
L101725,Periskope-A,2026-05-05 13:00:00,9,0,9,1,0,15
L101726,Periskope-A,2026-01-10 19:00:00,14,0,4,0,0,5
L101734,Periskope-A,2026-03-29 15:00:00,10,0,5,1,1,60
L101735,Periskope-A,2026-05-18 11:00:00,6,1,2,0,0,92
L101736,Periskope-B,2026-04-16 21:00:00,17,0,3,0,0,133
L101737,Periskope-B,2026-06-11 14:00:00,10,0,4,0,0,217
L101738,Periskope-B,2026-03-04 05:00:00,23,1,4,0,0,34
L101740,Periskope-A,2026-03-30 01:00:00,19,1,8,0,0,131
L101742,Periskope-B,2026-06-28 22:00:00,18,0,7,0,0,16
L101743,Periskope-A,2026-02-05 05:00:00,0,1,4,1,1,61
L101744,Periskope-B,2026-03-29 04:00:00,0,1,6,0,0,137
L101745,Periskope-B,2026-04-07 05:00:00,23,1,5,0,0,19
L101746,Periskope-A,2026-01-13 20:00:00,16,0,2,1,0,70
L101747,Periskope-A,2026-03-26 12:00:00,7,1,5,1,0,41
L101748,Periskope-B,2026-03-26 10:00:00,4,1,6,1,0,29
L101752,Periskope-A,2026-01-03 21:00:00,16,0,8,0,0,8
L101753,Periskope-B,2026-03-31 16:00:00,12,0,6,0,0,85
L101754,Periskope-A,2026-01-17 10:00:00,5,1,5,0,0,21
L101758,Periskope-A,2026-05-03 18:00:00,13,0,3,0,0,100
L101759,Periskope-A,2026-04-02 15:00:00,10,0,6,0,0,31
L101762,Periskope-A,2026-02-12 10:00:00,5,1,6,0,0,32
L101763,Periskope-A,2026-02-16 13:00:00,9,0,5,0,0,77
L101764,Periskope-A,2026-01-25 20:00:00,15,0,4,0,0,85
L101765,Periskope-A,2026-02-23 09:00:00,4,1,4,0,0,44
L101766,Periskope-A,2026-02-26 00:00:00,20,1,9,0,0,63
L101767,Periskope-A,2026-05-21 17:00:00,11,0,4,0,0,41
L101769,Periskope-A,2026-06-10 09:00:00,4,1,9,0,0,21
L101770,Periskope-B,2026-05-21 00:00:00,18,0,8,0,0,260
L101771,Periskope-B,2026-06-13 09:00:00,5,1,5,0,0,59
L101777,Periskope-A,2026-06-24 10:00:00,5,1,3,1,0,83
L101778,Periskope-A,2026-04-18 02:00:00,21,1,3,0,0,38
L101780,Periskope-A,2026-03-18 13:00:00,7,1,5,0,0,45
L101781,Periskope-A,2026-01-27 09:00:00,4,1,3,1,0,107
L101782,Periskope-B,2026-06-22 12:00:00,6,1,7,0,0,68
L101783,Periskope-A,2026-02-25 05:00:00,0,1,7,0,0,61
L101786,Periskope-B,2026-03-20 03:00:00,22,1,7,0,0,52
L101788,Periskope-B,2026-05-29 00:00:00,18,0,8,0,0,280
L101789,Periskope-B,2026-06-04 23:00:00,18,0,2,0,0,55
L101793,Periskope-A,2026-04-09 15:00:00,10,0,6,0,0,53
L101794,Periskope-A,2026-04-05 00:00:00,20,1,8,0,0,40
L101795,Periskope-A,2026-01-30 18:00:00,13,0,6,0,0,56
L101796,Periskope-A,2026-01-15 09:00:00,5,1,4,0,0,62
L101797,Periskope-A,2026-02-16 17:00:00,11,0,8,0,0,28
L101798,Periskope-B,2026-03-24 18:00:00,14,0,5,0,0,81
L101801,Periskope-B,2026-06-04 17:00:00,12,0,7,0,0,9
L101802,Periskope-A,2026-03-11 13:00:00,9,0,8,0,0,35
L101803,Periskope-A,2026-04-17 17:00:00,11,0,8,0,0,38
L101805,Periskope-A,2026-05-15 04:00:00,23,1,2,0,0,143
L101807,Periskope-A,2026-02-23 00:00:00,20,1,7,0,0,24
L101808,Periskope-B,2026-06-03 09:00:00,4,1,7,0,0,8
L101811,Periskope-A,2026-03-16 20:00:00,16,0,3,0,0,26
L101812,Periskope-A,2026-01-21 15:00:00,10,0,8,1,0,43
L101814,Periskope-A,2026-01-06 14:00:00,9,0,9,0,0,5
L101815,Periskope-B,2026-05-21 04:00:00,23,1,9,0,0,127
L101816,Periskope-A,2026-01-10 23:00:00,18,0,6,0,0,118
L101817,Periskope-A,2026-02-07 07:00:00,2,1,9,1,1,5
L101818,Periskope-A,2026-04-21 10:00:00,4,1,6,0,0,58
L101819,Periskope-B,2026-06-22 11:00:00,5,1,4,1,0,31
L101822,Periskope-A,2026-02-12 01:00:00,19,1,4,0,0,60
L101824,Periskope-A,2026-05-13 04:00:00,22,1,6,1,1,89
L101828,Periskope-A,2026-02-02 16:00:00,10,0,5,0,0,8
L101830,Periskope-A,2026-04-24 18:00:00,13,0,4,1,0,45
L101831,Periskope-A,2026-02-02 23:00:00,18,0,2,0,0,67
L101832,Periskope-A,2026-04-28 22:00:00,16,0,4,0,0,115
L101833,Periskope-A,2026-03-18 12:00:00,6,1,8,0,0,57
L101834,Periskope-A,2026-01-13 19:00:00,13,0,5,0,0,66
L101835,Periskope-A,2026-03-25 18:00:00,13,0,4,0,0,5
L101836,Periskope-A,2026-02-03 12:00:00,6,1,4,0,0,120
L101837,Periskope-A,2026-02-16 14:00:00,9,0,9,0,0,18
L101839,Periskope-A,2026-05-10 03:00:00,22,1,7,1,1,5
L101841,Periskope-B,2026-06-05 21:00:00,16,0,2,0,0,265
L101842,Periskope-A,2026-04-15 01:00:00,20,1,9,0,0,40
L101845,Periskope-A,2026-03-04 02:00:00,21,1,7,0,0,35
L101846,Periskope-A,2026-04-08 22:00:00,16,0,2,0,0,111
L101850,Periskope-B,2026-03-02 18:00:00,14,0,5,1,0,32
L101851,Periskope-A,2026-02-16 05:00:00,23,1,3,0,0,85
L101852,Periskope-A,2026-02-24 05:00:00,23,1,7,0,0,75
L101855,Periskope-B,2026-06-20 00:00:00,19,1,5,1,0,263
L101856,Periskope-A,2026-01-15 03:00:00,22,1,2,0,0,35
L101857,Periskope-B,2026-06-10 00:00:00,19,1,9,0,0,184
L101859,Periskope-A,2026-05-23 08:00:00,3,1,8,0,0,10
L101860,Periskope-B,2026-03-02 11:00:00,6,1,6,0,0,60
L101861,Periskope-A,2026-04-06 08:00:00,3,1,4,0,0,8
L101862,Periskope-A,2026-02-22 05:00:00,0,1,5,0,0,139
L101863,Periskope-B,2026-03-30 15:00:00,9,0,6,0,0,49
L101864,Periskope-B,2026-03-25 02:00:00,21,1,7,0,0,143
L101865,Periskope-A,2026-04-06 19:00:00,15,0,8,0,0,96
L101866,Periskope-A,2026-03-14 10:00:00,5,1,6,0,0,50
L101867,Periskope-B,2026-04-09 23:00:00,17,0,4,0,0,110
L101870,Periskope-A,2026-03-07 13:00:00,7,1,8,0,0,72
L101872,Periskope-A,2026-03-07 15:00:00,10,0,8,0,0,100
L101873,Periskope-A,2026-01-24 11:00:00,6,1,3,0,0,5
L101874,Periskope-A,2026-02-04 09:00:00,4,1,7,0,0,81
L101876,Periskope-A,2026-01-19 11:00:00,6,1,8,0,0,125
L101877,Periskope-A,2026-03-31 13:00:00,8,0,6,0,0,5
L101878,Periskope-A,2026-06-03 23:00:00,18,0,4,0,0,58
